,kcat1,kcat2,Km1,Km2,Tmax,Ken,kAB,kAN,kAOH,kNH
0,5.286989063135541e-06,0.00010422022863571586,0.0005827992924091475,0.009256496762027767,9.581248834442367e-05,0.0016778319318651856,0.00020730823557453366,0.0011993818016409646,0.00446445651649158,0.025130264061861383
1,4.3182436486652324e-05,0.00013442455969461407,0.0007766814116734557,0.003050698715322207,0.000100679179867885,0.00330658626277209,0.00012841472012146962,8.021710492873165e-05,0.001122027795220375,0.016007528972638917
2,0.00011836937633285209,0.00011431114873456893,0.0006042642695153955,8.61672261784391e-05,9.557672780044451e-05,0.001165072206218764,0.00032651586846084305,9.880281129347716e-05,0.013196970689177025,0.0005519544723232999
3,5.482842414328586e-05,0.00010400285730573286,0.0024838864039180186,0.0030384715578331677,0.00023951428922886704,0.003550945403517855,0.002763097615560381,0.0002105185495210106,0.010159006660705664,0.04595023818173037
4,7.242732290273942e-05,1.477432185204272e-05,0.0034343944612428463,7.877072644134581e-06,0.00016855388672739696,0.0002885434924600337,0.00176613622476691,0.000524765596198591,0.0007857155827366469,0.0027605137422708126
5,0.00010063876903709644,4.919096622388606e-05,0.0010796989210811682,0.0007367785095579353,0.00029976437975780967,0.00915571909040456,0.002315677904646234,0.00016781133279710262,0.00396510363734491,0.01029818431509416
6,2.0550996396916382e-05,2.1192062196971985e-06,0.0009750368186657719,0.013781881655323593,0.00010860467733885115,0.009818517840223683,0.0009592311831860859,0.003698310388587328,0.00036892456504733994,0.004799610048622776
7,2.5295251885492896e-05,4.188962763077432e-05,0.0006498259849182377,0.016469808954953806,0.00010918276279502337,0.00035654731204131247,0.0009144237261138679,0.0013249945922570506,0.008064795804096714,0.005421184378390244
8,3.2252709222347255e-05,0.00014283243100657848,0.0010528970423326317,0.0010803338440715006,0.0002555908004997439,0.006006154466807994,0.0018125168232008496,0.001028187164145303,0.0029904670771353547,0.022751718284751594
9,3.708523963867037e-05,7.574927168057654e-05,0.0008105629277141338,0.0018573080508941981,4.257044829794461e-05,0.0003958566586701979,7.636225671386693e-05,0.0006360778011926671,0.0003566725075728394,0.001963351989094392
10,5.374523629954287e-05,2.0726139310896197e-05,0.0009147001910647014,0.012255709145090075,0.00010143118825105222,0.00022831634882949158,0.00015014732306176896,0.00017722764183916148,0.00340904067575427,0.030009341074353053
11,2.900938475135284e-05,0.00014978053789018985,0.0011765518302520967,0.0005161184892195538,6.995563247736126e-05,0.003087626607596595,0.0003439232232029752,0.0007496601009050663,0.00631958509800859,0.0052440361997296535
12,2.6120538235055796e-05,8.838575764627118e-05,0.00032101710372920583,8.489969818065736e-05,0.00019931777840303768,4.94220417131392e-05,0.00012688714384492583,0.002203637817016351,0.0012081372293142197,0.03310567234387526
13,2.96826294452375e-05,0.00019443192979721316,0.00043804141682994357,0.0001155271387421788,0.00027423405715437595,0.004442485128085571,0.0003281008347109956,0.0027919142821343696,0.0008586123904190062,0.00207818509303401
14,0.0001126587332846653,0.00017129561584888574,0.0038691974590405374,0.003177132223296954,0.00017617865626026247,0.003452714481074107,0.0007071463931330385,0.004457792466300144,0.0015795743063004284,0.046324708161996346
