initial_condition,time,output,parameter,S1,ST
40_22,99,0,KN,0.016108215547953116,1.1040524917324432
40_22,99,0,k-4,0.030873421407473456,0.34213529679817684
40_22,99,1,k2,0.12338010497853943,0.20215622078897497
40_22,99,1,k3,0.17941437025834134,0.2576507548639912
40_22,99,1,k4,0.19476994808134326,0.2850006983424049
40_22,99,1,k5,-0.002560364632124033,0.0075460400544392296
40_22,99,1,KS,0.052061715811508154,0.1176436013911815
40_22,99,1,KP,0.050749298981716574,0.07010639931804365
40_22,99,1,KN,0.20315154161924845,0.2738867089849492
40_22,99,1,k-4,0.043463763563370554,0.07006059197196932
40_22,99,2,k2,0.12338010497853948,0.20215622078897497
40_22,99,2,k3,0.17941437025834134,0.25765075486399125
40_22,99,2,k4,0.1947699480813433,0.2850006983424049
40_22,99,2,k5,-0.0025603646321240253,0.0075460400544392035
40_22,99,2,KS,0.05206171581150817,0.1176436013911815
40_22,99,2,KP,0.050749298981716574,0.07010639931804365
40_22,99,2,KN,0.20315154161924842,0.2738867089849492
40_22,99,2,k-4,0.04346376356337057,0.0700605919719693
40_22,99,3,k2,-0.013891918888198594,0.18702048206713937
40_22,99,3,k3,0.045880357916842265,0.3597765449097255
40_22,99,3,k4,0.05402079939003,0.13334323415346516
40_22,99,3,k5,0.0005413928184655827,0.0014380365289476075
40_22,99,3,KS,0.03288415423948084,0.6770908804678687
40_22,99,3,KP,0.06615871578247334,0.6731306315839702
40_22,99,3,KN,0.040458667352295676,1.083893623453608
40_22,99,3,k-4,0.013373904272826663,0.3137762305791903
40_22,100,0,k2,-0.015860528257790295,0.18219657128150693
40_22,100,0,k3,0.02927962666639188,0.3544492730411857
40_22,100,0,k4,0.027828985356465767,0.11087554064060139
40_22,100,0,k5,0.001182083665214585,0.0015991854634201932
40_22,100,0,KS,0.040119199176440766,0.7096868387910789
40_22,100,0,KP,0.09136019222911859,0.7389579438735286
40_22,100,0,KN,0.015979194206838552,1.0887016114328714
40_22,100,0,k-4,0.030464253845497672,0.34753786050429347
40_22,100,1,k2,0.12287066893365729,0.20151063884609316
40_22,100,1,k3,0.17981758061972805,0.2583288471866146
40_22,100,1,k4,0.19503021302014237,0.2855499282445971
40_22,100,1,k5,-0.0025876364461481136,0.007611424862345055
40_22,100,1,KS,0.05149185787079255,0.11711239549079171
40_22,100,1,KP,0.05043873434202202,0.06983752272860881
40_22,100,1,KN,0.2036801098075467,0.2745475015423859
40_22,100,1,k-4,0.04339274248147742,0.06999645830775796
40_22,100,2,k2,0.12287066893365732,0.20151063884609313
40_22,100,2,k3,0.17981758061972805,0.2583288471866145
40_22,100,2,k4,0.19503021302014242,0.28554992824459713
40_22,100,2,k5,-0.0025876364461481067,0.007611424862345027
40_22,100,2,KS,0.051491857870792544,0.1171123954907917
40_22,100,2,KP,0.05043873434202202,0.06983752272860881
40_22,100,2,KN,0.20368010980754667,0.27454750154238583
40_22,100,2,k-4,0.043392742481477425,0.06999645830775793
40_22,100,3,k2,-0.013796932715964076,0.18042810163122286
40_22,100,3,k3,0.04561399749811792,0.365600343285155
40_22,100,3,k4,0.053351573713333274,0.13362959150602358
40_22,100,3,k5,0.0005474031716845184,0.0014298591719822675
40_22,100,3,KS,0.032809495632911474,0.6843195950265518
40_22,100,3,KP,0.06599737542684296,0.6790762420608135
40_22,100,3,KN,0.03995357308754974,1.0691733724510717
40_22,100,3,k-4,0.013199396980072121,0.319287264917481
40_22,101,0,k2,-0.015807916431387948,0.1754490642413526
40_22,101,0,k3,0.02926860264223293,0.3606746937239033
40_22,101,0,k4,0.02762183060238297,0.11155491978811498
40_22,101,0,k5,0.00117606978807296,0.0015863980510682847
40_22,101,0,KS,0.03985018896221054,0.7166983015935524
40_22,101,0,KP,0.09081462026755084,0.7442227334033915
40_22,101,0,KN,0.015847213861753043,1.0724055875886331
40_22,101,0,k-4,0.030057802517976528,0.35285295022568164
40_22,101,1,k2,0.12237402486243314,0.20088147213603685
40_22,101,1,k3,0.18022858401505065,0.25899669821664134
40_22,101,1,k4,0.1952927688080068,0.2860967505868195
40_22,101,1,k5,-0.0026116068809120957,0.007678515559281228
40_22,101,1,KS,0.050946019368329126,0.11657245777090523
40_22,101,1,KP,0.05013390847909603,0.06957430719364645
40_22,101,1,KN,0.20420562655890057,0.27521231999043033
40_22,101,1,k-4,0.04333027747426265,0.06993007072657643
40_22,101,2,k2,0.12237402486243318,0.20088147213603688
40_22,101,2,k3,0.18022858401505065,0.25899669821664134
40_22,101,2,k4,0.1952927688080068,0.2860967505868196
40_22,101,2,k5,-0.0026116068809120844,0.0076785155592812
40_22,101,2,KS,0.050946019368329126,0.11657245777090523
40_22,101,2,KP,0.05013390847909603,0.06957430719364642
40_22,101,2,KN,0.20420562655890054,0.27521231999043033
40_22,101,2,k-4,0.043330277474262685,0.06993007072657642
40_22,101,3,k2,-0.01370159701102315,0.17408425979597003
40_22,101,3,k3,0.04534426268024922,0.3713632976946083
40_22,101,3,k4,0.05268886491100249,0.13388278199548595
40_22,101,3,k5,0.0005533066965503712,0.0014212816058564715
40_22,101,3,KS,0.032717252300150004,0.6912488485470257
40_22,101,3,KP,0.0658319180828098,0.6848166560340853
40_22,101,3,KN,0.03945064423222157,1.0535683854592004
40_22,101,3,k-4,0.013026150614358606,0.3247185188278077
40_22,102,0,k2,-0.015751090038440822,0.16899044535029173
40_22,102,0,k3,0.029249775105208296,0.3668155370667443
40_22,102,0,k4,0.02741255171258266,0.11219728270288959
40_22,102,0,k5,0.0011688867131725972,0.0015729067246831392
40_22,102,0,KS,0.03957251920075669,0.7233718645596029
40_22,102,0,KP,0.09027220487975311,0.7492626060386253
40_22,102,0,KN,0.015716925202564232,1.0552982692798507
40_22,102,0,k-4,0.029655509121763304,0.3580709081262485
40_22,102,1,k2,0.12189238059402077,0.2002602096942386
40_22,102,1,k3,0.1806287553161513,0.2596553254752632
40_22,102,1,k4,0.19555626430592501,0.2866402122304066
40_22,102,1,k5,-0.0026326389810600193,0.007746076554111672
40_22,102,1,KS,0.05040547710269962,0.11606372743250744
40_22,102,1,KP,0.04982466659101224,0.06931443520049664
40_22,102,1,KN,0.20472564732122223,0.2758669225131916
40_22,102,1,k-4,0.04325159631124961,0.06985921658926898
40_22,102,2,k2,0.12189238059402081,0.20026020969423858
40_22,102,2,k3,0.1806287553161513,0.2596553254752631
40_22,102,2,k4,0.19555626430592507,0.2866402122304066
40_22,102,2,k5,-0.0026326389810600076,0.007746076554111644
40_22,102,2,KS,0.0504054771026996,0.1160637274325074
40_22,102,2,KP,0.04982466659101224,0.06931443520049663
40_22,102,2,KN,0.20472564732122214,0.2758669225131916
40_22,102,2,k-4,0.04325159631124963,0.06985921658926894
40_22,102,3,k2,-0.013606686614082642,0.16800430296763955
40_22,102,3,k3,0.04507199969158172,0.37705576688523534
40_22,102,3,k4,0.05203345763607326,0.13410495818647572
40_22,102,3,k5,0.0005584773953444484,0.001412125989940612
40_22,102,3,KS,0.03260913398003118,0.6978641310529882
40_22,102,3,KP,0.06566409418424618,0.6903451538334718
40_22,102,3,KN,0.0389523892443588,1.037183726672206
40_22,102,3,k-4,0.01285504626409972,0.3300611511512183
40_22,103,0,k2,-0.015689650430528546,0.16282558074734998
40_22,103,0,k3,0.02922492862522508,0.3728607765330756
40_22,103,0,k4,0.02719815120890755,0.11278435474562638
40_22,103,0,k5,0.001159220284392211,0.0015588925040759599
40_22,103,0,KS,0.03928629132943592,0.7296970980373298
40_22,103,0,KP,0.08973219810643594,0.7540741144069009
40_22,103,0,KN,0.015587969167668856,1.0374690779947306
40_22,103,0,k-4,0.029255587459775297,0.36319324017363075
40_22,103,1,k2,0.12141463197652377,0.19964471452648766
40_22,103,1,k3,0.18102196821684657,0.260310237952872
40_22,103,1,k4,0.19580764905638795,0.2871737449277638
40_22,103,1,k5,-0.0026462569848251416,0.007814335352610018
40_22,103,1,KS,0.04986683777167769,0.11556127292625969
40_22,103,1,KP,0.049524393941037845,0.0690536372023654
40_22,103,1,KN,0.2052330186792167,0.27651465306180184
40_22,103,1,k-4,0.043175661633219314,0.06978742593524297
40_22,103,2,k2,0.12141463197652379,0.19964471452648766
40_22,103,2,k3,0.1810219682168466,0.260310237952872
40_22,103,2,k4,0.19580764905638798,0.28717374492776393
40_22,103,2,k5,-0.0026462569848251434,0.007814335352609987
40_22,103,2,KS,0.049866837771677684,0.11556127292625969
40_22,103,2,KP,0.04952439394103783,0.06905363720236539
40_22,103,2,KN,0.20523301867921664,0.27651465306180184
40_22,103,2,k-4,0.04317566163321933,0.06978742593524295
40_22,103,3,k2,-0.013511892252535025,0.16219797289187177
40_22,103,3,k3,0.04479827617610196,0.3826694261575907
40_22,103,3,k4,0.05138438688446621,0.13428690411048805
40_22,103,3,k5,0.0005621963803282942,0.001402457249810472
40_22,103,3,KS,0.032485995691904114,0.7041604760098655
40_22,103,3,KP,0.06549360890444444,0.695659102318079
40_22,103,3,KN,0.038458724968929596,1.0201106106958286
40_22,103,3,k-4,0.01268526641954587,0.33531194557139415
40_22,104,0,k2,-0.015622258250250787,0.15696264740929755
40_22,104,0,k3,0.029195254123956356,0.3788154334471689
40_22,104,0,k4,0.026983658254397743,0.11332711016846181
40_22,104,0,k5,0.0011516478829720301,0.0015448841048126723
40_22,104,0,KS,0.03898822786863354,0.7357047899767808
40_22,104,0,KP,0.08920087225518464,0.7586610934567726
40_22,104,0,KN,0.015460672018816669,1.0190088371916826
40_22,104,0,k-4,0.028861951201449815,0.36820912471569495
40_22,104,1,k2,0.12093159854975821,0.19904180344331526
40_22,104,1,k3,0.18141050475046572,0.2609474405110956
40_22,104,1,k4,0.1960570180696872,0.2876999127425519
40_22,104,1,k5,-0.002677341513858718,0.007883739600885342
40_22,104,1,KS,0.04933856885263865,0.11507576495259986
40_22,104,1,KP,0.04921720895184793,0.0687938062884822
40_22,104,1,KN,0.20572727155001547,0.27715106320705224
40_22,104,1,k-4,0.0430873943142862,0.06971426116181118
40_22,104,2,k2,0.12093159854975824,0.19904180344331526
40_22,104,2,k3,0.18141050475046572,0.2609474405110956
40_22,104,2,k4,0.19605701806968723,0.2876999127425519
40_22,104,2,k5,-0.0026773415138587,0.007883739600885313
40_22,104,2,KS,0.049338568852638647,0.11507576495259986
40_22,104,2,KP,0.049217208951847925,0.06879380628848218
40_22,104,2,KN,0.20572727155001544,0.27715106320705224
40_22,104,2,k-4,0.0430873943142862,0.06971426116181116
40_22,104,3,k2,-0.013416753805707633,0.15667221308281742
40_22,104,3,k3,0.04452379047018963,0.38820141575200884
40_22,104,3,k4,0.05074366792357021,0.13443209643342033
40_22,104,3,k5,0.0005666454122714259,0.0013924740524246873
40_22,104,3,KS,0.032347494871646176,0.7101491517288455
40_22,104,3,KP,0.06532407367779398,0.7007581673647224
40_22,104,3,KN,0.03797041277952593,1.0024367289283433
40_22,104,3,k-4,0.012518504419315693,0.34046274344646144
40_22,105,0,k2,-0.01555027986951153,0.15141495147257278
40_22,105,0,k3,0.02915992001872615,0.3846639987968965
40_22,105,0,k4,0.026768309545540124,0.11381430400767725
40_22,105,0,k5,0.0011438161846969593,0.0015301794263162924
40_22,105,0,KS,0.0386815579902792,0.7413697917633746
40_22,105,0,KP,0.08867251816971518,0.7630205141553844
40_22,105,0,KN,0.015335909662250624,1.0000078915118755
40_22,105,0,k-4,0.028474076416443415,0.37311313831243653
40_22,105,1,k2,0.12045517016938767,0.19843834094440516
40_22,105,1,k3,0.18179923666864536,0.26158891803881357
40_22,105,1,k4,0.19630060880912997,0.2882331701742514
40_22,105,1,k5,-0.00269696703627232,0.007953985823356106
40_22,105,1,KS,0.04881794422036375,0.11459470267091762
40_22,105,1,KP,0.04891109698632649,0.06853633885924482
40_22,105,1,KN,0.20622148710419397,0.27779287667966623
40_22,105,1,k-4,0.04300191371422303,0.06963908340562651
40_22,105,2,k2,0.12045517016938771,0.1984383409444051
40_22,105,2,k3,0.18179923666864534,0.2615889180388135
40_22,105,2,k4,0.19630060880912995,0.2882331701742513
40_22,105,2,k5,-0.002696967036272305,0.00795398582335608
40_22,105,2,KS,0.04881794422036375,0.1145947026709176
40_22,105,2,KP,0.04891109698632649,0.06853633885924479
40_22,105,2,KN,0.2062214871041939,0.2777928766796662
40_22,105,2,k-4,0.04300191371422304,0.06963908340562647
40_22,105,3,k2,-0.013322040198509978,0.15143798712928014
40_22,105,3,k3,0.04424841470642629,0.3936413186687746
40_22,105,3,k4,0.05011101555172077,0.13453500062884494
40_22,105,3,k5,0.0005706153949503542,0.0013819416438250638
40_22,105,3,KS,0.032194583158787926,0.7158174051386597
40_22,105,3,KP,0.06515301590192715,0.7056403889007705
40_22,105,3,KN,0.0374880861403423,0.9842466058043491
40_22,105,3,k-4,0.012354224382166356,0.3455073016656353
40_22,106,0,k2,-0.015476768673271793,0.1461804931868666
40_22,106,0,k3,0.029119011775871617,0.39038940619903856
40_22,106,0,k4,0.02655323250014345,0.11425629183520161
40_22,106,0,k5,0.0011365461445301,0.0015152298029680199
40_22,106,0,KS,0.03836959189144817,0.7466899597735634
40_22,106,0,KP,0.0881503807896273,0.7671460070624705
40_22,106,0,KN,0.015210133500395052,0.9805760466917992
40_22,106,0,k-4,0.02808979560747131,0.3778889340107852
40_22,106,1,k2,0.11999710882332285,0.19785489091927255
40_22,106,1,k3,0.1821827059736462,0.2622341606972338
40_22,106,1,k4,0.1965506188053768,0.2887612257686902
40_22,106,1,k5,-0.0027232177491342655,0.008024946380731587
40_22,106,1,KS,0.04831593849108551,0.11412045766733692
40_22,106,1,KP,0.0485996780177015,0.06827814519881391
40_22,106,1,KN,0.2067191147232466,0.2784168171823623
40_22,106,1,k-4,0.042911554324419156,0.06956321103766126
40_22,106,2,k2,0.11999710882332287,0.19785489091927252
40_22,106,2,k3,0.18218270597364616,0.2622341606972338
40_22,106,2,k4,0.19655061880537683,0.2887612257686902
40_22,106,2,k5,-0.00272321774913425,0.008024946380731557
40_22,106,2,KS,0.04831593849108552,0.11412045766733689
40_22,106,2,KP,0.04859967801770149,0.06827814519881387
40_22,106,2,KN,0.20671911472324658,0.2784168171823623
40_22,106,2,k-4,0.04291155432441918,0.06956321103766124
40_22,106,3,k2,-0.013228895313102255,0.14649602450330765
40_22,106,3,k3,0.04397261011170802,0.3989790516347374
40_22,106,3,k4,0.04948712642577111,0.13459971753464078
40_22,106,3,k5,0.000574595528810007,0.0013710839134109568
40_22,106,3,KS,0.03202866013323732,0.721164985521207
40_22,106,3,KP,0.06498206955183627,0.7103022109667476
40_22,106,3,KN,0.037010372614922286,0.9656327524157765
40_22,106,3,k-4,0.012191920204924184,0.35043704423905525
40_22,107,0,k2,-0.015402243062283463,0.14126395815811646
40_22,107,0,k3,0.029072495268115586,0.396003723416441
40_22,107,0,k4,0.026338266364247923,0.11464261162910988
40_22,107,0,k5,0.001127286228846632,0.0015001354121316323
40_22,107,0,KS,0.03804562511765261,0.7516837423412271
40_22,107,0,KP,0.08763490495135298,0.771054264733492
40_22,107,0,KN,0.015085321453289531,0.9607977968587178
40_22,107,0,k-4,0.027708851825294055,0.3825489342271727
40_22,107,1,k2,0.11954962372912596,0.19728068443907515
40_22,107,1,k3,0.1825621722244552,0.2628712104497817
40_22,107,1,k4,0.19679454310277852,0.2892764357037474
40_22,107,1,k5,-0.0027423180410948485,0.008097442623508377
40_22,107,1,KS,0.047816992669556205,0.11366205988876049
40_22,107,1,KP,0.04828017075879151,0.0680189932818702
40_22,107,1,KN,0.20720920312348037,0.279047424279409
40_22,107,1,k-4,0.042834950316235985,0.06948653112927525
40_22,107,2,k2,0.119549623729126,0.19728068443907512
40_22,107,2,k3,0.1825621722244552,0.2628712104497816
40_22,107,2,k4,0.19679454310277855,0.2892764357037475
40_22,107,2,k5,-0.0027423180410948394,0.008097442623508347
40_22,107,2,KS,0.047816992669556205,0.11366205988876046
40_22,107,2,KP,0.048280170758791506,0.06801899328187017
40_22,107,2,KN,0.20720920312348035,0.27904742427940893
40_22,107,2,k-4,0.042834950316236006,0.06948653112927525
40_22,107,3,k2,-0.013137367158496156,0.14185061021341466
40_22,107,3,k3,0.04369677064960053,0.4042152198845154
40_22,107,3,k4,0.04887225235362157,0.1346203209272168
40_22,107,3,k5,0.0005775744400602102,0.0013598989568622932
40_22,107,3,KS,0.0318485268690737,0.726197654346116
40_22,107,3,KP,0.06481203582263376,0.714748759095274
40_22,107,3,KN,0.03653881171304522,0.946674176559104
40_22,107,3,k-4,0.012031192998085145,0.3552519155566983
40_22,108,0,k2,-0.01532569096031449,0.13666943670384252
40_22,108,0,k3,0.029021817618940147,0.4014946670185554
40_22,108,0,k4,0.026122390420479997,0.11497235582319335
40_22,108,0,k5,0.0011164975580521125,0.0014847138536875865
40_22,108,0,KS,0.03771188620430617,0.7563320527435273
40_22,108,0,KP,0.08712483705945663,0.7747283722935885
40_22,108,0,KN,0.014961054834126467,0.9407252375396777
40_22,108,0,k-4,0.02733388770217679,0.38707783613089775
40_22,108,1,k2,0.11909947631072108,0.19671118237770474
40_22,108,1,k3,0.18294184101199149,0.26349567967161186
40_22,108,1,k4,0.1970469486359574,0.28980593315036596
40_22,108,1,k5,-0.0027600179512415083,0.008170706672173964
40_22,108,1,KS,0.04733570907093341,0.11320939874949289
40_22,108,1,KP,0.047983854069772805,0.06776037993544512
40_22,108,1,KN,0.20769626272646236,0.27966474979154454
40_22,108,1,k-4,0.042760770528440996,0.06940640981781747
40_22,108,2,k2,0.11909947631072108,0.19671118237770469
40_22,108,2,k3,0.18294184101199146,0.2634956796716118
40_22,108,2,k4,0.1970469486359574,0.28980593315036596
40_22,108,2,k5,-0.0027600179512414966,0.008170706672173934
40_22,108,2,KS,0.047335709070933395,0.11320939874949285
40_22,108,2,KP,0.04798385406977279,0.06776037993544509
40_22,108,2,KN,0.20769626272646224,0.27966474979154443
40_22,108,2,k-4,0.042760770528440996,0.06940640981781743
40_22,108,3,k2,-0.013047156259895306,0.137503576774973
40_22,108,3,k3,0.043421460474502606,0.40934151142452446
40_22,108,3,k4,0.04826593231244856,0.13459616906462932
40_22,108,3,k5,0.0005794367278674933,0.0013483441189162569
40_22,108,3,KS,0.0316552945591336,0.7309095935704834
40_22,108,3,KP,0.06464234977797327,0.7189745560458223
40_22,108,3,KN,0.03607309706823309,0.9274373823820228
40_22,108,3,k-4,0.011873262840438676,0.3599438374086108
40_22,109,0,k2,-0.015249021326732424,0.13238608386925807
40_22,109,0,k3,0.02896575762751618,0.40685997828322906
40_22,109,0,k4,0.025905175218261245,0.11525605166429057
40_22,109,0,k5,0.0011062528293256332,0.0014690165353135217
40_22,109,0,KS,0.037373101060856576,0.760648592456911
40_22,109,0,KP,0.08662542889032245,0.7781860564868822
40_22,109,0,KN,0.01483834233002272,0.9204316572411118
40_22,109,0,k-4,0.02696293848841397,0.3914816761385441
40_22,109,1,k2,0.11864929915223522,0.19614811995784134
40_22,109,1,k3,0.1833203842640714,0.2641135760382041
40_22,109,1,k4,0.19729061911135795,0.2903156156055513
40_22,109,1,k5,-0.002777362429950569,0.008245911665916294
40_22,109,1,KS,0.04685990997072396,0.11277283465965832
40_22,109,1,KP,0.04768876302821341,0.06750789572387707
40_22,109,1,KN,0.208189562687314,0.28029334895668934
40_22,109,1,k-4,0.042684248442181556,0.06932805343087872
40_22,109,2,k2,0.11864929915223525,0.1961481199578413
40_22,109,2,k3,0.18332038426407146,0.2641135760382041
40_22,109,2,k4,0.19729061911135795,0.2903156156055514
40_22,109,2,k5,-0.0027773624299505585,0.008245911665916272
40_22,109,2,KS,0.04685990997072396,0.11277283465965832
40_22,109,2,KP,0.047688763028213406,0.06750789572387704
40_22,109,2,KN,0.20818956268731398,0.2802933489566893
40_22,109,2,k-4,0.04268424844218157,0.06932805343087871
40_22,109,3,k2,-0.012958694631133477,0.1334507628495369
40_22,109,3,k3,0.04314672490578278,0.4143538982515452
40_22,109,3,k4,0.04766856940907789,0.1345309575060752
40_22,109,3,k5,0.0005814851490217113,0.0013365005160305818
40_22,109,3,KS,0.031450426881704,0.7353069599699111
40_22,109,3,KP,0.06447590819843858,0.7229857246124323
40_22,109,3,KN,0.035613963608423595,0.9079920727422504
40_22,109,3,k-4,0.011717468447638081,0.3645118438235619
40_22,110,0,k2,-0.015167583028188825,0.12841227071771344
40_22,110,0,k3,0.028906693692431894,0.41208996935449344
40_22,110,0,k4,0.025689056530147684,0.1154838166281993
40_22,110,0,k5,0.001097844942122026,0.0014532529999656946
40_22,110,0,KS,0.0370283400002877,0.7646407814484084
40_22,110,0,KP,0.08613379850513818,0.781422372822692
40_22,110,0,KN,0.014718650695441062,0.9000061887957904
40_22,110,0,k-4,0.026600158617891077,0.3957490275941015
40_22,110,1,k2,0.11820271657553005,0.19559739242605698
40_22,110,1,k3,0.18367451393092352,0.2647204164923595
40_22,110,1,k4,0.19753216421996866,0.2908160869623791
40_22,110,1,k5,-0.0027963997909818453,0.008320374688779044
40_22,110,1,KS,0.04638505731650907,0.11233046251286419
40_22,110,1,KP,0.04737980859758301,0.06725390302015162
40_22,110,1,KN,0.20866663726506818,0.28090303960291785
40_22,110,1,k-4,0.042598758270182016,0.06924796636598986
40_22,110,2,k2,0.11820271657553008,0.195597392426057
40_22,110,2,k3,0.18367451393092352,0.26472041649235944
40_22,110,2,k4,0.19753216421996872,0.29081608696237915
40_22,110,2,k5,-0.002796399790981834,0.008320374688779027
40_22,110,2,KS,0.04638505731650907,0.11233046251286419
40_22,110,2,KP,0.04737980859758302,0.06725390302015159
40_22,110,2,KN,0.20866663726506815,0.28090303960291785
40_22,110,2,k-4,0.04259875827018204,0.06924796636598984
40_22,110,3,k2,-0.01287070495264241,0.12969051450756203
40_22,110,3,k3,0.042873684294184214,0.4192445230622799
40_22,110,3,k4,0.047080619347982314,0.13442049689753063
40_22,110,3,k5,0.0005838268001366215,0.0013244474942642162
40_22,110,3,KS,0.031234592336058666,0.739393407510028
40_22,110,3,KP,0.06431161007968508,0.7267795913158319
40_22,110,3,KN,0.03516222602240372,0.8884127254759367
40_22,110,3,k-4,0.011565359896746624,0.3689488488444216
40_22,111,0,k2,-0.01508614760477525,0.12475101838966615
40_22,111,0,k3,0.028845001073738344,0.417173029834314
40_22,111,0,k4,0.02547476687060249,0.11564937952349895
40_22,111,0,k5,0.0010896923255835178,0.0014373868256387621
40_22,111,0,KS,0.036670495280233174,0.768308218369473
40_22,111,0,KP,0.08565299511393389,0.7844422154770248
40_22,111,0,KN,0.014600243571906993,0.879556025829765
40_22,111,0,k-4,0.02624250459763958,0.3998665118832567
40_22,111,1,k2,0.11775762449918595,0.19505985922695349
40_22,111,1,k3,0.1840252623577247,0.2653180781078933
40_22,111,1,k4,0.197758881194186,0.2913158531203569
40_22,111,1,k5,-0.0028276383955332103,0.008395769864151885
40_22,111,1,KS,0.04591201798549889,0.11190961733471845
40_22,111,1,KP,0.047078815787054216,0.06700731057341845
40_22,111,1,KN,0.2091428632524544,0.2815027757725225
40_22,111,1,k-4,0.042506034986022394,0.06916518111001264
40_22,111,2,k2,0.11775762449918598,0.19505985922695346
40_22,111,2,k3,0.1840252623577248,0.2653180781078934
40_22,111,2,k4,0.19775888119418608,0.291315853120357
40_22,111,2,k5,-0.002827638395533192,0.00839576986415187
40_22,111,2,KS,0.04591201798549891,0.11190961733471846
40_22,111,2,KP,0.047078815787054216,0.06700731057341844
40_22,111,2,KN,0.2091428632524544,0.2815027757725226
40_22,111,2,k-4,0.04250603498602242,0.06916518111001264
40_22,111,3,k2,-0.012784729207048779,0.12622216637786887
40_22,111,3,k3,0.04260284782179487,0.42400742224017346
40_22,111,3,k4,0.04650296342053575,0.1342619414825411
40_22,111,3,k5,0.0005861449530471407,0.001312191551656624
40_22,111,3,KS,0.03100632443871238,0.7431708604675368
40_22,111,3,KP,0.06415078181173907,0.7303587746980132
40_22,111,3,KN,0.03471755194960616,0.8687768287208028
40_22,111,3,k-4,0.011415520224022232,0.3732476646963247
40_22,112,0,k2,-0.015006204492652449,0.12139391574992515
40_22,112,0,k3,0.028778838561173824,0.4221188949768916
40_22,112,0,k4,0.02525988763753561,0.11576420268447377
40_22,112,0,k5,0.001079763027709717,0.0014216035851991786
40_22,112,0,KS,0.03630764125724342,0.7716492385591324
40_22,112,0,KP,0.08517807502734773,0.787239336379141
40_22,112,0,KN,0.014481526983481173,0.8590671920841049
40_22,112,0,k-4,0.025888608324389027,0.4038430372890203
40_22,112,1,k2,0.1173222185178389,0.19453167256054574
40_22,112,1,k3,0.18438254121120526,0.26592228871994217
40_22,112,1,k4,0.1979917383147926,0.2918105086749992
40_22,112,1,k5,-0.0028487001731496943,0.008472796499146396
40_22,112,1,KS,0.04546079494093238,0.11149448373006103
40_22,112,1,KP,0.04678629288069871,0.06675896257593195
40_22,112,1,KN,0.20963292899639632,0.28210960182148276
40_22,112,1,k-4,0.042419598849180076,0.06908262805086415
40_22,112,2,k2,0.11732221851783892,0.1945316725605457
40_22,112,2,k3,0.1843825412112053,0.26592228871994217
40_22,112,2,k4,0.1979917383147926,0.29181050867499925
40_22,112,2,k5,-0.0028487001731496786,0.008472796499146378
40_22,112,2,KS,0.04546079494093239,0.111494483730061
40_22,112,2,KP,0.046786292880698695,0.06675896257593192
40_22,112,2,KN,0.2096329289963963,0.28210960182148276
40_22,112,2,k-4,0.04241959884918008,0.06908262805086414
40_22,112,3,k2,-0.012701383369356223,0.12303949232793669
40_22,112,3,k3,0.04233323597283058,0.4286416924451907
40_22,112,3,k4,0.04593420505418397,0.13405914625518486
40_22,112,3,k5,0.0005874079628654597,0.0012998040684775983
40_22,112,3,KS,0.030767667659780396,0.7466397479722452
40_22,112,3,KP,0.06399191260336944,0.7337217527385478
40_22,112,3,KN,0.03427904466029734,0.8491148835937964
40_22,112,3,k-4,0.011267626224570124,0.37740903637283296
40_22,113,0,k2,-0.014927584522250882,0.11833511462587985
40_22,113,0,k3,0.02871085861585265,0.4269140557804093
40_22,113,0,k4,0.02504666256595391,0.11582702558796257
40_22,113,0,k5,0.0010696987872336038,0.001405212863886082
40_22,113,0,KS,0.03593932158820532,0.7746872491692276
40_22,113,0,KP,0.08471439337252334,0.7898201218897266
40_22,113,0,KN,0.014363132775924213,0.838651211011928
40_22,113,0,k-4,0.025540148141039658,0.40767751457952933
40_22,113,1,k2,0.11690058437463878,0.19401125864913019
40_22,113,1,k3,0.184722515417793,0.26652156664965504
40_22,113,1,k4,0.19821556442456997,0.29228869471556235
40_22,113,1,k5,-0.002865258675815658,0.008551189099648334
40_22,113,1,KS,0.045005794126196985,0.111084342409314
40_22,113,1,KP,0.04648256380743026,0.066511409246412
40_22,113,1,KN,0.21010545286722923,0.28270298351843304
40_22,113,1,k-4,0.04232493590593771,0.06899917304177655
40_22,113,2,k2,0.11690058437463878,0.19401125864913016
40_22,113,2,k3,0.18472251541779303,0.266521566649655
40_22,113,2,k4,0.19821556442457,0.29228869471556235
40_22,113,2,k5,-0.0028652586758156446,0.008551189099648322
40_22,113,2,KS,0.045005794126196985,0.11108434240931399
40_22,113,2,KP,0.04648256380743025,0.06651140924641197
40_22,113,2,KN,0.21010545286722923,0.2827029835184329
40_22,113,2,k-4,0.042324935905937715,0.06899917304177654
40_22,113,3,k2,-0.01262050503114784,0.12013738249955982
40_22,113,3,k3,0.04206651797914548,0.4331405684188495
40_22,113,3,k4,0.04537575849279872,0.13381178625335663
40_22,113,3,k5,0.000588501485595002,0.0012870678728862657
40_22,113,3,KS,0.0305197347275529,0.7498124428876213
40_22,113,3,KP,0.06383750735307916,0.7368715916182399
40_22,113,3,KN,0.033847597982545004,0.8295013227763366
40_22,113,3,k-4,0.011122452200750818,0.3814301409730296
40_22,114,0,k2,-0.014848116096823905,0.11556379306354106
40_22,114,0,k3,0.02863969360993338,0.43155768938985545
