,kcat1,kcat2,Km1,Km2,Tmax,Ken,kAOH
0,1.002482678334999e-05,9.339481531809084e-06,0.0067423096098591815,0.012346249305464733,0.00020318211806197723,0.007510540641417457,0.0018741251743794676
1,1.356435098625265e-05,9.355688856165494e-05,0.0012568801701810467,0.0038263360447817257,0.00023753241168098806,0.0011025556355951272,0.008332613042194804
2,6.384531520896296e-05,0.00025456147235155483,0.0021436662968121545,0.0006299799993632235,0.0003343274983428565,0.004683902450905147,0.009997324838790636
3,4.618122041582993e-05,0.0002866664781971233,0.006914996925903642,0.002487916964000813,0.00038414917391833625,0.0002543311382555811,0.0018289014968310736
4,5.3640967594159135e-05,0.00021924349340800517,0.0028602077136354494,0.0008634578151730446,0.00042350767887500737,0.0004102448821406643,0.0043567254753707225
5,0.00010077436803062951,3.763685137127611e-05,0.00620390940802767,0.001117245440308284,0.00016690011183790405,0.0086913092460564,0.003404528264540283
6,1.53560005281806e-05,0.00017287353925359464,0.00016889788904542562,0.008974768978641454,0.0002270520994600886,0.02350880350063224,0.004182574314321364
7,3.792231198164525e-05,9.275800451763489e-05,0.001483631846103753,0.008130602635047075,0.00020851662635021362,0.009397649461052034,0.0017120136107987504
8,3.9454729815490876e-05,0.000423239061754624,0.00038266496958419246,0.0009891809261791413,0.0001842383513842285,0.005244621343936102,0.010845049390020865
9,6.234578655471879e-05,3.0796728142210075e-05,0.005167212394803129,0.007074273867181,0.0002892547403378849,0.007250216505080622,0.008317849726679278
10,3.4106377612467216e-05,0.00010524113895980532,0.003995098576859745,0.004947818959245229,0.00018083448575825493,0.0028422458833850814,0.0025739664594868427
11,4.759683802641542e-05,0.00020046334957441502,0.0028863789921684626,0.0004471441213269018,0.0003521245860851593,0.01051363118706192,0.00743060398307828
12,2.548360808357707e-05,0.00025424474942383764,0.0019324771108207692,0.0008512362884452404,0.0002775932011814931,0.0009530585447195782,0.004644721447016434
13,9.96787773923878e-05,8.170315660484766e-05,0.011295823103488369,0.00044680113164081265,0.00023150231534111246,0.002110944352283693,0.006582977567933555
14,4.659051690644418e-05,9.816810617115322e-05,0.003451414741399507,0.0019898153717105927,0.0002082125265381231,0.007266683614002534,0.018667990313210103
