,kcat1,kcat2,Km1,Km2,Tmax,Ken,kAOH
0,7.311225447545624e-06,2.00465069477472e-05,0.0005253698062439075,0.0007490172115050348,0.00043676874036658177,0.007738426523216718,0.002916795934355874
1,1.609787342348401e-05,9.142025736577805e-05,0.0011364035958823153,0.00265303856397106,0.00034339511538323256,0.0039391063302767464,0.0009168834887340585
2,5.660739271564369e-05,0.00018516499559031562,0.000843574791763253,0.00030155524205957297,0.00036873499897013736,0.006014199126575318,0.007517301270350972
3,3.6712534601390964e-05,4.745665278625835e-05,0.006064043719826422,0.00067772605814558,0.000325559224220271,0.001873456453636952,0.0010162499437841215
4,8.63224013853605e-05,0.00033461707493307775,0.008745039324767489,0.0030301839035154657,0.000330020999651453,0.0026700976992436675,0.003594092240133295
5,6.933625246886323e-05,0.0002558947424466331,0.0017595353958525972,0.002987158169152976,0.0005669590173151979,0.00021948632447879685,0.004601833767621633
6,3.9083864417820857e-05,2.5729153154691844e-05,0.0007213204489078827,0.009192132167785293,0.0004242615403964738,0.0017799427116307414,0.0033032485147590097
7,6.0631001381356695e-05,0.0001433214182523057,0.009016900657555341,0.0054457979278676885,0.0001487393782317775,0.003397986821773086,0.004571519935425914
8,4.643340531632819e-05,0.00011065912977421402,0.001554774923606429,0.0015799585630031782,0.00023416583022884107,0.007128509262559752,0.0032375192684893483
9,5.049450573418333e-05,8.986018572421187e-05,0.004389651570375663,0.0004890847245325413,0.00032680354370345267,0.0049610924365945394,0.006684602180272005
10,7.257582465411564e-05,0.00018005247187961857,0.0064048605997743995,0.008296580291366614,0.0002628093628905905,0.002635185459648801,0.013344527862796746
11,5.309381727989292e-05,0.00010688512403697075,0.0041872082342979955,0.002823156719475323,0.00018854480992569397,0.007790780209977363,0.0013067356889511887
12,2.6605706695196184e-05,9.372748901614804e-05,0.0018652321830134563,0.00030147917875949685,0.0004157272972726239,0.00314122016311695,0.0097877342021678
13,7.510281547251605e-05,0.00023108426321099965,0.006188670374895501,0.000702377893265483,0.0003567237391042766,0.00880206131231336,0.0006486222696880797
14,5.805844918047099e-05,0.00021964946890439395,0.007850418427120585,0.00880394598684849,0.00023625331058373835,0.004939149099140381,0.017390133943321267
