,k2,k3,k4,k5,KS,KP,KN,kmenos4
0,3.4297695202017177e-05,0.0006180675419469113,4.758063078954154e-07,2.2853236550510553e-05,0.0695764538271566,0.03870288434501511,0.024034758781217216,0.00019518069092206821
1,0.00013330056941224176,0.00014911211023561837,8.773290525873046e-05,4.839887206138309e-05,0.046136076518124604,0.0053520720226404046,0.017901371257411883,0.0012099594682252655
2,0.0008052449424195447,0.0007744705094447299,0.0019164821337517225,9.399762883744836e-05,0.1286666333572546,0.019258570904599072,0.021615724217572047,0.0004154198604728359
3,0.00020083364153351507,0.0004035429230872828,9.542771776438201e-05,2.2960144107196164e-05,0.14834148352526608,0.0031099778933817504,0.04761718963960791,0.0017168309736646673
4,0.0003116673869854272,0.00047301038961157206,0.00023563116450676344,3.695629761763449e-05,0.04349642138313192,0.002410670824346802,0.017860836896365934,0.0005111827719922368
5,0.0002885428343340014,0.0004658417078883995,2.37896040562545e-05,9.056098038054823e-05,0.07516228283668018,0.0038529469476122195,0.05432944812219634,0.0010503560275330998
6,0.0006748041710729645,0.000923571834714539,7.342666670675935e-05,7.16476478905338e-06,0.24234772362270118,0.040125022816181515,0.003774431564302854,6.902088838340825e-05
7,0.00023015565373338043,1.9109463690148974e-05,1.4089713495743685e-05,6.952500024881736e-06,0.16033095097720876,0.04977555789844774,0.020594554457420467,0.0006062279735428865
8,0.0006047864417517739,0.0004512246088215722,0.00026484573496983205,6.575219008908101e-05,0.11222636778427872,0.04036678834673977,0.008857218092774463,0.00041464114252270836
9,0.0006337067084788735,0.0003032767428806369,0.00015963278034885044,4.0520092673313114e-05,0.1373935383039544,0.0317281702904091,0.025109418935438582,0.00022952086522149353
10,0.00020590934253433238,0.00012026643705336177,7.97810427937712e-05,3.564150112033394e-05,0.05756188664308252,0.06324511870997937,0.006228289914376087,0.0005083644640706569
11,0.0005428062697082717,0.0003889972033058245,0.0004926245016175375,0.00018363972573888152,0.12128516366574273,0.052241461500768936,0.03739435509885747,0.00013232477470241928
12,0.0012745846992563005,3.041279948921573e-05,5.911953807503636e-05,0.00010318769274188106,0.30144450973437015,0.009344045298075409,0.0260366611589148,0.0003797545924331705
13,0.0001443530175999278,0.00047737271157808806,0.0006548872188923352,2.6967580616686777e-05,0.02840891266067983,0.001844111361245041,0.05949977296476496,8.23347584712465e-05
14,0.0001053044984258646,0.00043192837138130374,2.302066804295036e-05,3.3156337027327195e-05,0.13227921954340194,0.02674681102981734,0.019061094005096004,0.0005531192676182261
