,k2,k3,k4,k5,KS,KP,KN,kmenos4
0,4.6677196473951495e-05,0.0005296902263262231,3.2055134831334936e-06,0.00012737859947347828,0.09183966051170418,0.05439379357846063,0.019826683937245754,4.793481995120839e-05
1,0.00016817519434009462,0.0004912728052914805,0.00019264174842315772,0.00015765226783072381,0.09812893887460318,0.014204282052013233,0.04833520340420239,0.0019078105794852003
2,0.0007511482956331712,0.0003248013112799461,0.0008734473756072088,7.876743466889708e-05,0.1186729880761821,0.044703025675180336,0.022970880919550164,0.000962565289774755
3,0.0002467188947835197,0.0003262444583420152,4.799386337140581e-05,6.862248157276933e-05,0.17317150954311647,0.001363967976965443,0.016027277754271253,0.0049188067679512264
4,0.0008637370673580428,0.0003673543605158799,0.00019631514031612633,6.606281906296325e-05,0.06872229038848128,0.014674750009497644,0.020206907935462214,0.0018467849122517678
5,0.0006365150690208158,0.00030185380885960623,4.0366085261027296e-05,0.00011078011730186805,0.16339332818766844,0.01103081972508063,0.0380746418886789,0.0032066886292700814
6,0.0006189527725564844,0.00018848975777005218,0.0002860757255971986,3.380645581435414e-05,0.24148081620892625,0.03972209646205759,0.027151046001286504,0.0002161121696059114
7,0.0011692341332460911,4.503723535000221e-05,0.00012712581311791982,4.0102953341658746e-05,0.4047855707695738,0.09200906653393633,0.049792652771669235,0.0005526528889362016
8,0.0009854284137673964,0.0001040690651629167,0.00024239428010166877,0.0001644436636840541,0.216147107537135,0.018916451416170734,0.027903564161595434,0.0005976622079136234
9,0.0007299004552790483,0.0004869040081172121,0.0012280813380294996,0.00010059243770575177,0.17094523972814102,0.016282327575219704,0.021288610581979873,0.00017203067051139008
10,0.00020456205281546382,0.0005155934952339966,0.00013316474649185662,5.753227077598593e-05,0.06287376339606045,0.08394608916659746,0.009809760737683474,0.00030423002012405656
11,0.0009316349606120632,0.0004539384355996216,0.0005365064811382745,5.768156989054122e-05,0.18932406382375752,0.07864232539407591,0.0387761537864043,0.0007087493612897943
12,0.0008596274233150294,0.0001487361177916487,0.0001197037818653661,7.304239639557248e-05,0.15826783751082768,0.0597463863011979,0.026850501368842077,0.0014660548997884315
13,0.0017090648999208487,0.0006112829795478126,0.00032736508218567464,3.741230196948111e-05,0.23827038515628984,0.00293348141815463,0.03948976481758426,0.00015949409569187908
14,7.321300959998843e-05,0.000454172274004677,1.536804774486654e-05,4.422142246490631e-05,0.08821530605008769,0.00743018517001866,0.012576078342917551,0.0001797766991842355
