,k2,k3,k4,k5,KS,KP,KN,kmenos4
0,4.332284735043826e-05,0.00012896550354089082,1.1506308724636023e-05,6.72343250953788e-06,0.018678236053966867,0.004178307599009752,0.004722624691801747,0.0019610591628166857
1,3.0303537696079472e-05,0.00034610674778131256,0.0002926913332037564,4.541284473809315e-05,0.03129698188187929,0.006712108596746846,0.015030149062736968,0.0010203263014808865
2,0.0021879304773647617,0.00013767558109747813,0.000255455295716782,2.5324444442068282e-05,0.3888049869682544,0.04134740860287002,0.01353341935597569,0.0003322025153624104
3,0.00017032829568855166,0.00020352012637707905,5.990985291576817e-06,1.1930335237805195e-05,0.16821786230754546,0.0014241143531041783,0.02590002470078304,0.0005119411220046589
4,0.00046351410008772033,0.00042731505190620015,0.00023422489368629145,0.00019822965527452793,0.14249760236687262,0.00683733418111762,0.006025501829512423,0.00022432902654812318
5,0.00041971915210609425,0.00041207027943781404,2.419047979750159e-06,3.066785869909964e-06,0.10964923114457505,0.038941933647696575,0.016430810284746515,0.001488322028667418
6,0.00016374331865092639,0.0001521105450066261,0.00022978771359041426,6.821389757945831e-05,0.07660903698373785,0.03931442828805408,0.015024240656591142,0.00031694425248305393
7,0.0001687852096094784,0.0001487862699111101,0.00015856192892411725,6.528325408164604e-05,0.08761820666489453,0.04300580707723446,0.011894976008328768,0.0002550844005756278
8,0.002307921112025108,0.00022605819876983494,8.543845508214668e-05,4.430626408435531e-06,0.3887492609687219,0.05724579054324567,0.04613283720178171,3.575085038496402e-05
9,0.0006356659805829195,0.00010262761449487198,0.0004095835732747626,2.1151353937543792e-06,0.1340893794502352,0.0030176405774008214,0.029679407530898254,3.494484556451086e-05
10,0.0013035104692545986,0.000509072550062933,0.00033202086430485846,4.41283215771637e-05,0.3938194614012338,0.03564951888807,0.02469330952438924,0.00010619147568788799
11,0.0009066865941684927,0.0003760017385313619,0.0005638215588272598,7.68340856816015e-06,0.17937461639058194,0.05207935995295733,0.018713506206986696,0.0002060415837721083
12,0.00011641676170335326,0.0002847165994368161,0.00042836735899323697,1.1064042669228771e-05,0.031869492891617834,0.007248534108800124,0.024630368734039215,0.0006622374281272904
13,0.0004653895180989208,0.0003934218239789931,0.00012396528587428951,3.9784308713015896e-05,0.06977884491194665,0.013603665210722959,0.007926618386513285,0.0004918134671924418
14,1.725918803796651e-05,0.00015914204398422731,2.7166091864158442e-05,1.2113158945922988e-05,0.019209412331548797,0.002269864311673536,0.01094633301463225,8.757626232321352e-05
