,k2,k3,k4,KS,KP,KN,kmenos4
0,0.00010083140761463954,0.00039761627926709713,1.4018097322549762e-05,0.19787145553496885,0.13711805002259994,0.02555278061586729,8.975941587917358e-05
1,0.0007421326816722571,0.0005694688270933965,0.00044674138126191105,0.39151637409995893,0.011392000998472231,0.026801079948831477,0.005071777753079844
2,0.00019507474023930442,0.0004398345828706015,0.0004216270839505821,0.02879095661916428,0.02452753848846092,0.01677376041949539,0.00016821973202298243
3,0.0001538705235833616,0.00033773934402135306,9.945791029061431e-05,0.1491896508582588,0.008264921939768667,0.031039033221073285,0.0015128249737980193
4,0.00046072330419598433,0.00022299717358575686,4.794024630082062e-05,0.07093506071526798,0.03838892082079727,0.012099127312100463,0.0012369168348882317
5,0.0006709924386113033,0.0004655906929428616,6.240926773754009e-06,0.17439400033984262,0.019684880204121086,0.04667381196917532,0.001063332136957456
6,0.0003141883906615936,0.0007631501775471915,0.0005833458604062108,0.09174002640195883,0.09513000690900439,0.02220829768068193,0.00017849345670183997
7,0.0008655143283845358,0.0007914727829312601,0.0002413328171296205,0.26720293969846787,0.12139464763054131,0.005331171877624765,0.00010306776837204104
8,0.00039229370912734207,0.0005251005881383122,0.0004939473654952034,0.07094531433204888,0.03682082550405898,0.01062361173744037,0.0004289104922369367
9,0.0005055623685370191,0.00034600495847733745,0.0012504969857291173,0.11648405617559726,0.024660037836769722,0.024798649364320722,5.851216297533477e-05
10,0.000891657449235115,0.0006142972849141468,0.0003321251804096334,0.23215469924448037,0.02619973482105376,0.013610847387559131,0.00023879125172034492
11,0.0005418914490106531,0.0003076051697801514,0.0006372290319255835,0.1082093291319663,0.036500341036191604,0.03100070548884248,0.000961132441721132
12,0.0015367011653145467,0.00023153176214691864,0.0004666030306958382,0.17438793353688656,0.03797505641096622,0.02196714244062415,0.0009517066367349995
13,0.0007511251251012928,0.0008989739633028377,0.000439247614281717,0.13606104691404428,0.039045959590625984,0.024427423721462185,0.0006637934779566274
14,0.00015577711368976722,0.0006023023163247953,2.0061704322767768e-06,0.19721091646514258,0.03671258884921425,0.04892328819587576,9.656736737514711e-05
