,k2,k3,k4,KS,KP,KN,kmenos4
0,9.47479750775575e-05,0.0008475134928337848,8.519117838224405e-06,0.19153594488158934,0.043743436142672655,0.016969660442403448,5.450665825580258e-05
1,0.0005197770312722443,0.0004911705268375821,0.00021721667094338587,0.2683718460608707,0.003985079223349086,0.021887545546970543,0.0009469069525224626
2,0.002726880896779361,0.00038726090276532663,0.000349684247231995,0.4638709614139316,0.09171759841922875,0.00921175045955879,0.0013988817713657025
3,0.0003235251014954977,0.0005561117544885671,2.758343966122383e-05,0.2967494925325692,0.022176374093963037,0.015274478830164914,0.002592612525392888
4,0.00043574482530380317,0.00044366569128072764,7.510124096964483e-05,0.08513113675851078,0.09795297095918808,0.003249308719706307,0.002198407729661856
5,0.0009108126905159273,0.0004425769793586184,8.14562045615189e-05,0.1760309296677621,0.012554206484622434,0.036919811696374365,0.0036045631228200643
6,8.593214589360367e-05,0.00025311790678145865,0.0002752875898615361,0.05931958556071904,0.0474564700896353,0.0351919518498981,0.00014199381669357535
7,0.00048102461938610266,0.00013309557040874984,0.00039560251937525846,0.19051505584198694,0.05140985888710686,0.027384441572086957,0.00016171760823089086
8,0.0006748488368335669,0.0004648136560094706,0.00018846737355619102,0.13150047037451296,0.021824001294774437,0.012797790813648713,0.0005974254994551654
9,0.0004525892497782195,0.00013584332015370055,0.0005418293529665664,0.10271142081968555,0.09421956186676211,0.043067448590766375,0.0014428609422420346
10,0.0005255917753918158,0.00019906795896006778,0.00015390940734471634,0.20117520996425015,0.026169564675326648,0.020044177586076416,0.00020066095966853956
11,0.00023433593919844152,0.0004795534859386746,0.0013178935231731408,0.05260583664580558,0.05674884136904332,0.04770260366013539,0.0007519841261651461
12,0.0005886748963737678,0.0009503007966447912,0.0007456777879267506,0.09543765157134781,0.026678720025655665,0.02078373385681971,0.0011750470267989498
13,0.000658144028179089,0.00032604236180246165,0.0011421257493244956,0.10345915941438703,0.009846093097328411,0.039120686807425274,0.0011098085890789199
14,1.7336937917005907e-05,0.00012961006342646794,5.125151822299504e-05,0.022834029950389186,0.004379407592401294,0.00903160038333356,0.00010091392289809651
