,k2,k3,k4,KS,KP,KN,kmenos4
0,0.19892173434368499,1.3724467409899317,0.02218561932577005,394.2032751723603,88.84695560099733,49.33826210084443,0.1387053111145998
1,1.4247925400306056,1.1404976287218782,0.6160287996711273,574.7155585291617,11.741310442070635,46.85408118352596,2.308248350730492
2,2.0510336051247333,0.6590203025690925,0.656097730481392,344.37257394713833,146.24301719016432,19.42657300746605,2.99042953693077
3,0.5559056188986526,1.4046912938178653,0.0766731223308612,529.6437806172984,33.93151084545076,55.722152070351484,4.647590506540205
4,1.3407713791374702,1.2809841705251575,0.18400833319628485,244.91266341895235,107.98681103633889,8.840304529530243,3.999134362161777
5,1.8703313025219555,0.790618998342104,0.1755987233206458,386.1804702016426,17.38856941269922,62.55327382105821,5.143567193345294
6,0.22924335836093945,0.5115811007317185,0.6715875833029569,103.49459651868166,67.15361559229544,31.526567138688986,0.1705834868206076
7,0.8566045095703805,0.3197838734436672,0.3151095306492468,425.71392354222945,86.56134201894184,33.597613792998956,0.2527994936455512
8,1.412588687411294,0.4476928052531756,0.4100105013364406,218.85098659833645,35.331975899023845,19.181100895016606,1.1960002988287268
9,0.6152357356696583,0.15952726017930388,0.5919440394679484,132.83242017528914,151.15142474346163,59.492410858448885,1.8880885041904985
10,1.4888431673161338,0.4353985944284894,0.3689033399549363,405.94905996528666,91.06619195988011,34.23623980706649,0.37317501384298135
11,0.3047213788384329,0.6014301595809627,1.911382678268875,61.7138633584524,147.2109959556379,98.16532893457368,1.408330025933118
12,1.2884581390714474,1.2775336432636648,1.2994103389197083,225.54351983145966,60.13985697865876,26.512004353732433,1.9866132271024495
13,1.2360273137290165,0.22754920939548381,0.8599682390186726,168.59890327389763,20.099057119778003,70.41294119307034,0.9173059527441262
14,1.0520820298856035,3.282545797945463,0.936331715049474,1128.6442512693898,108.21673030328719,202.67874055380943,3.844478097729713
