,k2,k3,k4,KS,KP,KN,kmenos4
0,3.188218689925338e-05,0.0008201605502682389,5.360217996448127e-06,0.06346883119151682,0.16895211901597346,0.04136980986561352,7.548013865925013e-05
1,0.000305609020443833,0.00040880330245006815,3.58630700066649e-05,0.12230219434859586,0.025637464788576907,0.020957798653849898,0.001930285458176456
2,0.00030464245762364133,0.0005953923197385188,0.0003832499806375261,0.040106219384674284,0.11455996160972633,0.016981903676794172,0.0028159942808638604
3,0.0001620082623956092,0.00023684698443478578,3.151703099851957e-05,0.12303084595005041,0.007804508400262695,0.01808842450325922,0.0008641793662263259
4,0.00036584440028013607,0.0010296658390886392,0.000171643653472224,0.11755748947292938,0.02321060914721014,0.01898826962969865,0.000594385341592031
5,0.0008252047237026521,0.00019900166700454852,2.830060105479985e-06,0.2138833229691854,0.03444426974170849,0.011451006583220118,0.001988436231295666
6,0.00021787801616410474,0.00019393127756670874,0.00018336650135822454,0.06917235031682949,0.03397713555438069,0.013359371839923029,5.351781862524277e-05
7,0.000521347980526525,0.0005622243629743539,0.0009382048727822757,0.17292860630496787,0.02871305584835924,0.026885885416867684,0.0003934521089886292
8,0.00032891731482466376,0.0004251670038700483,0.0009071719828369929,0.043141167175945724,0.016447008623826954,0.031144134408491154,0.0004930775616562325
9,0.00011025933795911095,0.0003370426312397351,0.0022150637239752584,0.018344044639498333,0.03105585809778745,0.04898463018318321,0.0010516035082187118
10,0.0012545268997876497,0.0011270302103893,0.0007772219829241471,0.34218369712009106,0.05919038029574293,0.047366185654655966,0.00038830401820049885
11,0.0005652582630574341,0.0003686962595048392,0.0006531592990542879,0.15081752123637723,0.06493344102693738,0.048980494096741586,7.668442723834842e-05
12,0.0007466264131548306,0.00029570219551179974,0.00014923713963549976,0.11408795606221955,0.061400929593083575,0.02207281380031857,0.0011994063936963046
13,0.0009414121239912631,0.0002633650928167571,0.00018871693005939445,0.15056755135318686,0.01739207600556361,0.040825999542042996,0.0005486583139103272
14,0.00010583824225477699,0.00035253986487561976,0.00018193054315949027,0.07864157284276987,0.007683161927904235,0.021796339102247746,0.0010760350051596211
