initial_condition,time,output,parameter,S1,ST
30_05,72,1,kNH,0.0004911056095993004,0.0018086114157888184
30_05,72,2,kcat1,0.046803005938567614,0.12806280557269503
30_05,72,2,kcat2,0.06370205043017568,0.15385587963309585
30_05,72,2,Km1,0.0028634110480722777,0.03927257657661037
30_05,72,2,Km2,0.10141810307895673,0.1849771195352725
30_05,72,2,Tmax,0.19475518616653964,0.3186010011166339
30_05,72,2,Ken,0.29787397342355015,0.4280464381873614
30_05,72,2,kAB,0.02524999361301143,0.06418498601389755
30_05,72,2,kAN,-0.0005075108013178083,0.0029705304601483668
30_05,72,2,kAOH,0.0026630570342616416,0.037574795966879876
30_05,72,2,kNH,0.0004910238711872686,0.001808611415788819
30_05,72,3,kcat1,0.645602755975322,0.7096629557633308
30_05,72,3,kcat2,-0.012388206821540184,0.05965900241269785
30_05,72,3,Km1,0.14867592720001074,0.19017185273967613
30_05,72,3,Km2,0.0025421872416527395,0.010539761222679554
30_05,72,3,Tmax,0.0003529925752644016,0.01681991361341718
30_05,72,3,Ken,-0.0036063967293016603,0.020871225028332056
30_05,72,3,kAB,-0.005593162880332971,0.013112639699642683
30_05,72,3,kAN,0.006101800041445335,0.025008955629014385
30_05,72,3,kAOH,0.08447756729588897,0.12121363410919951
30_05,72,3,kNH,0.00044726847855670166,0.004017729366165857
30_05,73,0,kcat1,0.6619090373052658,0.720810005480549
30_05,73,0,kcat2,-0.013508360353893419,0.03956116006476157
30_05,73,0,Km1,0.14394081739317902,0.1908547416105766
30_05,73,0,Km2,0.00018183108370337336,0.005844613354337136
30_05,73,0,Tmax,-0.005056606117874361,0.012223421716340471
30_05,73,0,Ken,-0.007283196335887831,0.015112741364843035
30_05,73,0,kAB,-0.006146482470400472,0.01070651162919132
30_05,73,0,kAN,0.005995374822170398,0.025516336632595487
30_05,73,0,kAOH,0.08001763019587876,0.11956309317446126
30_05,73,0,kNH,0.000314428597258146,0.004203512820902046
30_05,73,1,kcat1,0.045510922326697546,0.12798392790186214
30_05,73,1,kcat2,0.06205684441438043,0.14693029308099503
30_05,73,1,Km1,0.0024040591306655626,0.03964377538232976
30_05,73,1,Km2,0.10277240064683771,0.19140281096681677
30_05,73,1,Tmax,0.19676627677542555,0.3305663653161037
30_05,73,1,Ken,0.2986431336483576,0.43841351809194695
30_05,73,1,kAB,0.027516507256788822,0.05831609306005412
30_05,73,1,kAN,-0.0007370754911737095,0.002978809586376801
30_05,73,1,kAOH,0.0026351112088824806,0.03810684828792354
30_05,73,1,kNH,0.0004024068924162449,0.0019120268874313535
30_05,73,2,kcat1,0.04551036474420911,0.12798392790186214
30_05,73,2,kcat2,0.06487638198702818,0.15637400401952517
30_05,73,2,Km1,0.0024041138398490907,0.039643775382329764
30_05,73,2,Km2,0.10277230394812306,0.19140281096681677
30_05,73,2,Tmax,0.19676407666863469,0.3305663653161021
30_05,73,2,Ken,0.29864194244048425,0.43841351809194756
30_05,73,2,kAB,0.02523986754741669,0.06465816852862187
30_05,73,2,kAN,-0.0007375707888974603,0.0029788095863768054
30_05,73,2,kAOH,0.0026340662096969005,0.03810684828792354
30_05,73,2,kNH,0.00040228394518867345,0.0019120268874313541
30_05,73,3,kcat1,0.6444709522755685,0.709231532846771
30_05,73,3,kcat2,-0.012614457621797377,0.06128174593377051
30_05,73,3,Km1,0.14736540416329239,0.18988360313367214
30_05,73,3,Km2,0.002546168717347948,0.011238574754677624
30_05,73,3,Tmax,5.768237745180707e-05,0.01742635368598502
30_05,73,3,Ken,-0.0038870642404886086,0.021519058419600036
30_05,73,3,kAB,-0.005763673577278883,0.013552031791938132
30_05,73,3,kAN,0.0062225483539181566,0.025499479720402406
30_05,73,3,kAOH,0.08487337253913552,0.12227722397842208
30_05,73,3,kNH,0.0004630955731080237,0.004172258728333043
30_05,74,0,kcat1,0.6606006034250058,0.7202911288885279
30_05,74,0,kcat2,-0.013767557953025485,0.04111020643663817
30_05,74,0,Km1,0.14256895222564964,0.19073521782500946
30_05,74,0,Km2,0.00017246670477340302,0.006154923696704564
30_05,74,0,Tmax,-0.005195815819882103,0.012720235022462436
30_05,74,0,Ken,-0.007409678800432174,0.01572489469420172
30_05,74,0,kAB,-0.006312125836077425,0.011203403653694124
30_05,74,0,kAN,0.006106633190904054,0.026095320685737083
30_05,74,0,kAOH,0.08031011824960185,0.1205950983472377
30_05,74,0,kNH,0.0003331533489588946,0.0044142229044800575
30_05,74,1,kcat1,0.04423054777154947,0.12790134341851175
30_05,74,1,kcat2,0.06329355258616302,0.1498725728611508
30_05,74,1,Km1,0.001969512430940639,0.04002584839726553
30_05,74,1,Km2,0.10407601304450441,0.19852947264559687
30_05,74,1,Tmax,0.2019567696556041,0.37166179053383847
30_05,74,1,Ken,0.2984485061078074,0.4463352398295537
30_05,74,1,kAB,0.02750962888816176,0.058757540893115245
30_05,74,1,kAN,-0.0009529676376587945,0.0030058816656546327
30_05,74,1,kAOH,0.002633571903700466,0.038647475247577126
30_05,74,1,kNH,0.00031018682375564215,0.002046972281610482
30_05,74,2,kcat1,0.04423006440275872,0.12790134341851173
30_05,74,2,kcat2,0.06605974356806012,0.1589195863788999
30_05,74,2,Km1,0.001969565299127902,0.040025848397265536
30_05,74,2,Km2,0.10407613044475673,0.19852947264559684
30_05,74,2,Tmax,0.2019534478522319,0.3716617905338357
30_05,74,2,Ken,0.2984469957987695,0.4463352398295543
30_05,74,2,kAB,0.025232335820550376,0.06513106670471952
30_05,74,2,kAN,-0.0009534546965649127,0.0030058816656546353
30_05,74,2,kAOH,0.002632522578609057,0.038647475247577126
30_05,74,2,kNH,0.0003100185683374935,0.0020469722816104825
30_05,74,3,kcat1,0.6432716512120283,0.7087384970677141
30_05,74,3,kcat2,-0.012841700779419908,0.06293829458469248
30_05,74,3,Km1,0.1460568629680415,0.18963033538599597
30_05,74,3,Km2,0.002549978112609033,0.011966966922060654
30_05,74,3,Tmax,-0.00039401429191986153,0.01844414175427109
30_05,74,3,Ken,-0.004124344425528626,0.02213881542846846
30_05,74,3,kAB,-0.005935534301882822,0.014003913556609982
30_05,74,3,kAN,0.006340678272431354,0.026001166131086724
30_05,74,3,kAOH,0.08524263132453216,0.12333483132757099
30_05,74,3,kNH,0.0004786660829732351,0.004325771338991191
30_05,75,0,kcat1,0.6592396767236747,0.719750420036158
30_05,75,0,kcat2,-0.014026284196106025,0.04269005588591662
30_05,75,0,Km1,0.14120720291472022,0.19065148854993902
30_05,75,0,Km2,0.00016297831969463902,0.006475028417814378
30_05,75,0,Tmax,-0.005335091572552028,0.013229993281752948
30_05,75,0,Ken,-0.007536594696403323,0.01635060668455375
30_05,75,0,kAB,-0.006478477831465958,0.011713408219650443
30_05,75,0,kAN,0.00621625651550244,0.026683714831110247
30_05,75,0,kAOH,0.08058002981920133,0.12162354694136333
30_05,75,0,kNH,0.00035224257683068283,0.004630127355056811
30_05,75,1,kcat1,0.042970999725087326,0.1278116098183109
30_05,75,1,kcat2,0.06453695601503473,0.15281372612072677
30_05,75,1,Km1,0.0015564977678588973,0.040416468473886406
30_05,75,1,Km2,0.10533206224983388,0.20635871122527993
30_05,75,1,Tmax,0.19833183283689512,0.35206405646269595
30_05,75,1,Ken,0.297451332029438,0.4505101324715983
30_05,75,1,kAB,0.027504497906331818,0.05919391651441126
30_05,75,1,kAN,-0.0011567628203115001,0.0030496048576426267
30_05,75,1,kAOH,0.0026565324732951232,0.03919941819958737
30_05,75,1,kNH,0.00021449617631821093,0.002218336877131862
30_05,75,2,kcat1,0.04297057073445632,0.12781160981831088
30_05,75,2,kcat2,0.0672494660859784,0.1614845553782663
30_05,75,2,Km1,0.0015565449703953272,0.040416468473886406
30_05,75,2,Km2,0.10533239564867308,0.2063587112252799
30_05,75,2,Tmax,0.19832891120022877,0.35206405646269356
30_05,75,2,Ken,0.2974496328791338,0.450510132471599
30_05,75,2,kAB,0.02522720423809778,0.06559873465523514
30_05,75,2,kAN,-0.0011572436991093876,0.003049604857642631
30_05,75,2,kAOH,0.0026554739398535654,0.03919941819958737
30_05,75,2,kNH,0.00021427899364170392,0.0022183368771318632
30_05,75,3,kcat1,0.6420060902033004,0.7081897604206011
30_05,75,3,kcat2,-0.013069958474240426,0.06462698000333127
30_05,75,3,Km1,0.1447523814844442,0.18941104387314847
30_05,75,3,Km2,0.0025532944529810127,0.012724747793885367
30_05,75,3,Tmax,-0.00042605998824180095,0.018626349451386887
30_05,75,3,Ken,-0.00432573712838504,0.02271466325479553
30_05,75,3,kAB,-0.0061085313590815305,0.01446811042453879
30_05,75,3,kAN,0.006456336283411927,0.026513100825010454
30_05,75,3,kAOH,0.08558601043083433,0.12438684190299025
30_05,75,3,kNH,0.0004940207555500996,0.004478502452909503
30_05,76,0,kcat1,0.6578282813141839,0.7191900525476542
30_05,76,0,kcat2,-0.014284634743104015,0.044300601421538875
30_05,76,0,Km1,0.13985860716005297,0.19060561979934837
30_05,76,0,Km2,0.00015322445878401735,0.006804873663164468
30_05,76,0,Tmax,-0.005474377915158153,0.01375262146512926
30_05,76,0,Ken,-0.007664286318391679,0.016989848387888657
30_05,76,0,kAB,-0.006645473524032202,0.01223644302334236
30_05,76,0,kAN,0.006324085107311766,0.027281540128956068
30_05,76,0,kAOH,0.0808298197590025,0.1226484146954502
30_05,76,0,kNH,0.0003716859417506995,0.004851218911022313
30_05,76,1,kcat1,0.041734239147735,0.12771559522754367
30_05,76,1,kcat2,0.06578498514230675,0.15575138318234355
30_05,76,1,Km1,0.0011628320139769372,0.04081449087578967
30_05,76,1,Km2,0.10654099080207992,0.21489066597608597
30_05,76,1,Tmax,0.19880711124968373,0.36402372485779677
30_05,76,1,Ken,0.29749388165023277,0.4631746021478743
30_05,76,1,kAB,0.02749912921795231,0.05962231838209754
30_05,76,1,kAN,-0.0013501985824526646,0.0031082832128898437
30_05,76,1,kAOH,0.002699774136689333,0.039763753750206694
30_05,76,1,kNH,0.00011586080443430483,0.002430658951727642
30_05,76,2,kcat1,0.04173384837760218,0.12771559522754364
30_05,76,2,kcat2,0.06844180013404311,0.16406320378094943
30_05,76,2,Km1,0.0011628704429346374,0.040814490875789665
30_05,76,2,Km2,0.10654154144840172,0.21489066597608594
30_05,76,2,Tmax,0.19880386458274835,0.36402372485779416
30_05,76,2,Ken,0.2974917983798889,0.4631746021478751
30_05,76,2,kAB,0.02522166540257953,0.06605823823195159
30_05,76,2,kAN,-0.0013506748285316886,0.0031082832128898467
30_05,76,2,kAOH,0.002698702959806018,0.039763753750206694
30_05,76,2,kNH,0.00011559141783561249,0.0024306589517276438
30_05,76,3,kcat1,0.6406749375132944,0.7075885796906266
30_05,76,3,kcat2,-0.013299182629112826,0.06634653057003448
30_05,76,3,Km1,0.14345480232801994,0.18922644140026038
30_05,76,3,Km2,0.0025557773577735247,0.01351162358682007
30_05,76,3,Tmax,-0.0006581626254036942,0.019256654662276527
30_05,76,3,Ken,-0.004579775379043939,0.023414803809521878
30_05,76,3,kAB,-0.006282453183618233,0.014944414384025533
30_05,76,3,kAN,0.006569258770937349,0.027034700280782212
30_05,76,3,kAOH,0.08590595136594133,0.12543301408900742
30_05,76,3,kNH,0.0005092639843937307,0.004630647821385008
30_05,77,0,kcat1,0.6563682968514319,0.7186117714849201
30_05,77,0,kcat2,-0.014542521953180348,0.04594172540422325
30_05,77,0,Km1,0.1385255318104248,0.19059920725610738
30_05,77,0,Km2,0.00014323592178324055,0.007144360174355888
30_05,77,0,Tmax,-0.00561358108110873,0.014288000462855778
30_05,77,0,Ken,-0.007792647414893641,0.01764258825651314
30_05,77,0,kAB,-0.006812988380068959,0.012772386496159333
30_05,77,0,kAN,0.006429931681969328,0.027888855490840966
30_05,77,0,kAOH,0.08106159256005473,0.12366973674565529
30_05,77,0,kNH,0.00039146727616293247,0.005077485487403225
30_05,77,1,kcat1,0.040521116781735936,0.12761559187134366
30_05,77,1,kcat2,0.0670338344717721,0.15868196009213711
30_05,77,1,Km1,0.0007870443566766396,0.041218714187773786
30_05,77,1,Km2,0.10770105267152234,0.2241248808323263
30_05,77,1,Tmax,0.19718312783114147,0.360033685180801
30_05,77,1,Ken,0.2948025941339515,0.45610303874090075
30_05,77,1,kAB,0.027493715736437177,0.060040671569945914
30_05,77,1,kAN,-0.0015336058655127317,0.0031803184139131482
30_05,77,1,kAOH,0.0027614024157633222,0.040340515056399226
30_05,77,1,kNH,1.472110855097583e-05,0.002688165426916753
30_05,77,2,kcat1,0.040520750571322976,0.12761559187134366
30_05,77,2,kcat2,0.06963411586578777,0.1666495716501539
30_05,77,2,Km1,0.0007870717729914444,0.04121871418777379
30_05,77,2,Km2,0.10770182149687084,0.22412488083232626
30_05,77,2,Tmax,0.19717992548890825,0.36003368518079837
30_05,77,2,Ken,0.29480060811326186,0.4561030387409014
30_05,77,2,kAB,0.02521653208103167,0.06650744436297101
30_05,77,2,kAN,-0.0015340785549815305,0.003180318413913152
30_05,77,2,kAOH,0.0027603164350903323,0.04034051505639923
30_05,77,2,kNH,1.4396627502873809e-05,0.002688165426916755
30_05,77,3,kcat1,0.6392771741016333,0.7069344228220922
30_05,77,3,kcat2,-0.013529117962609196,0.06809570557563918
30_05,77,3,Km1,0.14216620432930802,0.18907647809284986
30_05,77,3,Km2,0.0025572952675722367,0.014327236355249759
30_05,77,3,Tmax,-0.0007911309967726405,0.019679496465972005
30_05,77,3,Ken,-0.004702764098368952,0.02385492706837386
30_05,77,3,kAB,-0.0064570059477556145,0.015432558099519805
30_05,77,3,kAN,0.006679454034667123,0.02756547962963928
30_05,77,3,kAOH,0.0862039531914725,0.12647279829596425
30_05,77,3,kNH,0.0005243636833079136,0.004782353564245127
30_05,78,0,kcat1,0.6548612249021487,0.7180164175677192
30_05,78,0,kcat2,-0.01479984287844627,0.047613334411715974
30_05,78,0,Km1,0.13720930365765074,0.1906325588093996
30_05,78,0,Km2,0.00013321823532310955,0.007493366119515707
30_05,78,0,Tmax,-0.0057526347587764926,0.014835996776329135
30_05,78,0,Ken,-0.007921428418603634,0.01830880091246867
30_05,78,0,kAB,-0.006980873675849694,0.01332109453914452
30_05,78,0,kAN,0.00653365290314761,0.02850570342320222
30_05,78,0,kAOH,0.08127650206698774,0.12468765845515367
30_05,78,0,kNH,0.00041155974775351154,0.005308918763677485
30_05,78,1,kcat1,0.0393314199100817,0.1275133541239675
30_05,78,1,kcat2,0.06827936070371127,0.1616003716881041
30_05,78,1,Km1,0.0004295233990182842,0.04162733050538832
30_05,78,1,Km2,0.10880747908687202,0.23405953082563344
30_05,78,1,Tmax,0.19444100504077458,0.34771645973708226
30_05,78,1,Ken,0.2922353063614729,0.4503327039486893
30_05,78,1,kAB,0.02748749167176919,0.060446802377249705
30_05,78,1,kAN,-0.0017076763460938552,0.0032641572085080253
30_05,78,1,kAOH,0.0028376253779823627,0.040928615970682834
30_05,78,1,kNH,-8.937748812541562e-05,0.002994837633914129
30_05,78,2,kcat1,0.039331066052158,0.12751335412396753
30_05,78,2,kcat2,0.07082189668396194,0.16923650721099356
30_05,78,2,Km1,0.0004295380287192205,0.04162733050538832
30_05,78,2,Km2,0.1088084666506291,0.23405953082563347
30_05,78,2,Tmax,0.19443805148453552,0.3477164597370799
30_05,78,2,Ken,0.2922333925295409,0.45033270394869
30_05,78,2,kAB,0.02521087701710056,0.06694405214576442
30_05,78,2,kAN,-0.0017081461483066042,0.003264157208508029
30_05,78,2,kAOH,0.0028365226634585283,0.04092861597068285
30_05,78,2,kNH,-8.975968912920363e-05,0.0029948376339141306
30_05,78,3,kcat1,0.6378052731567415,0.7062182251581872
30_05,78,3,kcat2,-0.013759291495621159,0.06987266245843429
30_05,78,3,Km1,0.1408866844709213,0.1889581180236748
30_05,78,3,Km2,0.002557913463070222,0.01517106981738465
30_05,78,3,Tmax,-0.0008713250249802201,0.020001356858533888
30_05,78,3,Ken,-0.004832437319552935,0.02432264294998802
30_05,78,3,kAB,-0.006631818507819177,0.01593209088110238
30_05,78,3,kAN,0.006786727701712715,0.02810472642264816
30_05,78,3,kAOH,0.08647977568446685,0.12750364317875462
30_05,78,3,kNH,0.000539364835661931,0.004933679074765971
30_05,79,0,kcat1,0.6533086587238336,0.7174044619110168
30_05,79,0,kcat2,-0.015056485183367182,0.04931535173872225
30_05,79,0,Km1,0.13591083735407533,0.19070515009859498
30_05,79,0,Km2,0.00012336519040818242,0.00785173903233271
30_05,79,0,Tmax,-0.005891362349670917,0.015396436570141454
30_05,79,0,Ken,-0.008050458199105187,0.018988464110792296
30_05,79,0,kAB,-0.007148951383807219,0.01388239817468717
30_05,79,0,kAN,0.006635151801678256,0.0291321170860362
30_05,79,0,kAOH,0.08147515843661461,0.12570241638625518
30_05,79,0,kNH,0.00043194276136587306,0.005545510719279902
30_05,79,1,kcat1,0.03816013326407243,0.12741944836184171
30_05,79,1,kcat2,0.06952865544120838,0.16450970969663206
30_05,79,1,Km1,7.867869168970913e-05,0.042040477582225
30_05,79,1,Km2,0.10988366117658062,0.24470565395999344
30_05,79,1,Tmax,0.1920779418598469,0.33893359685960955
30_05,79,1,Ken,0.28974915619404745,0.44535504206634874
30_05,79,1,kAB,0.027473954075527725,0.06084222471903862
30_05,79,1,kAN,-0.0018730162200316471,0.003358490527268536
30_05,79,1,kAOH,0.002898638056495084,0.04152653334377743
30_05,79,1,kNH,-0.00019698114864629432,0.0033547138332797937
30_05,79,2,kcat1,0.03815978078324392,0.12741944836184171
30_05,79,2,kcat2,0.07201203273554109,0.1718258279117782
30_05,79,2,Km1,7.867910471967633e-05,0.04204047758222499
30_05,79,2,Km2,0.10988486792741688,0.24470565395999333
30_05,79,2,Tmax,0.19207517366586888,0.3389335968596074
30_05,79,2,Ken,0.2897472992712761,0.44535504206634935
30_05,79,2,kAB,0.025197879551938928,0.06736978880804582
30_05,79,2,kAN,-0.0018734834375834018,0.003358490527268539
30_05,79,2,kAOH,0.0028975054121832397,0.041526533343777434
30_05,79,2,kNH,-0.00019742350790535347,0.003354713833279794
30_05,79,3,kcat1,0.6363108749792231,0.7054994028400825
30_05,79,3,kcat2,-0.013990468948979914,0.07168256150873756
30_05,79,3,Km1,0.13962539437554472,0.18888605641668493
30_05,79,3,Km2,0.002558308793912395,0.01604410830048715
30_05,79,3,Tmax,-0.0009705026326176821,0.020385131209778973
30_05,79,3,Ken,-0.004966016951148924,0.02481260188605959
30_05,79,3,kAB,-0.006807182474624624,0.016444126181598913
30_05,79,3,kAN,0.006891635451847936,0.028654558097275507
30_05,79,3,kAOH,0.08674095707373264,0.12851764466466564
30_05,79,3,kNH,0.0005543440839220189,0.005085121181780514
30_05,80,0,kcat1,0.6517127118944581,0.7167763903487006
30_05,80,0,kcat2,-0.015312269844669381,0.051047725355039875
30_05,80,0,Km1,0.13463109040015092,0.19081593170513356
30_05,80,0,Km2,0.00011384125725629976,0.008219300782872908
30_05,80,0,Tmax,-0.006029524729446644,0.015969126275608272
30_05,80,0,Ken,-0.00817961710419077,0.01968156559609287
30_05,80,0,kAB,-0.007317129213014677,0.014456100153837926
30_05,80,0,kAN,0.006734339583802375,0.029768126667007858
30_05,80,0,kAOH,0.08165807166504158,0.12671432228848364
30_05,80,0,kNH,0.0004526197032736008,0.005787257062532837
30_05,80,1,kcat1,0.036993015365603246,0.12736676353142962
30_05,80,1,kcat2,0.07081607193959945,0.16744145053258902
30_05,80,1,Km1,-0.0003002638617974104,0.04246549568488702
30_05,80,1,Km2,0.1110204661716293,0.2561193207861161
30_05,80,1,Tmax,0.19004165554181382,0.33238338460268774
30_05,80,1,Ken,0.28739330427683824,0.4410239861361663
30_05,80,1,kAB,0.027437709796489396,0.06123902683162617
30_05,80,1,kAN,-0.002030062343115279,0.003462660186268433
30_05,80,1,kAOH,0.00295327364694957,0.042145884320069396
30_05,80,1,kNH,-0.0003082617061900922,0.0037722835178401986
30_05,80,2,kcat1,0.03699265413863582,0.12736676353142964
30_05,80,2,kcat2,0.07323938437647662,0.17444926521020968
30_05,80,2,Km1,-0.00030027877441781163,0.042465495684887035
30_05,80,2,Km2,0.11102189292681543,0.25611932078611616
30_05,80,2,Tmax,0.19003902917416718,0.33238338460268585
30_05,80,2,Ken,0.28739149277007375,0.44102398613616706
30_05,80,2,kAB,0.02516165651362753,0.06779806628169574
30_05,80,2,kAN,-0.002030527119914597,0.0034626601862684354
30_05,80,2,kAOH,0.0029520990842979893,0.04214588432006942
30_05,80,2,kNH,-0.00030876655832837494,0.003772283517840203
30_05,80,3,kcat1,0.6349799455880712,0.704993330334433
30_05,80,3,kcat2,-0.01422650688648428,0.07354761095405606
30_05,80,3,Km1,0.13841339486979978,0.18891651736831755
30_05,80,3,Km2,0.0025603303242344314,0.01695137001300236
30_05,80,3,Tmax,-0.0010825851132242094,0.02081814269705546
30_05,80,3,Ken,-0.005103450537915705,0.025329228738311282
30_05,80,3,kAB,-0.006985303631026631,0.01697369000387353
30_05,80,3,kAN,0.006996421420991922,0.029223824962732587
30_05,80,3,kAOH,0.08701756354686045,0.129555659963696
30_05,80,3,kNH,0.0005694979154939162,0.005238386691807218
30_05,81,0,kcat1,0.6500759797888823,0.7161327671970344
30_05,81,0,kcat2,-0.015567115999393656,0.05281042613100749
30_05,81,0,Km1,0.13337105486695372,0.19096347282282491
30_05,81,0,Km2,0.0001048399546337423,0.008595841624247712
30_05,81,0,Tmax,-0.006166953796703175,0.016553844988504582
30_05,81,0,Ken,-0.008308854202129502,0.020388103242008678
30_05,81,0,kAB,-0.007485217151215915,0.015041975385025113
30_05,81,0,kAN,0.006831160576313116,0.03041374261603618
30_05,81,0,kAOH,0.08182571927079393,0.1277237353080392
30_05,81,0,kNH,0.0004735931294768538,0.006034156077484724
30_05,81,1,kcat1,0.035844193616800406,0.12733292391320777
30_05,81,1,kcat2,0.07210089195482139,0.17035521349595403
30_05,81,1,Km1,-0.0006691766841549466,0.04289151134242586
30_05,81,1,Km2,0.11212175521289451,0.2682497471825363
30_05,81,1,Tmax,0.18810917206886255,0.3268037268238326
30_05,81,1,Ken,0.285068617759528,0.4371096440635375
30_05,81,1,kAB,0.027396047587073105,0.061622658926645396
30_05,81,1,kAN,-0.0021785927794791124,0.003574618039667463
30_05,81,1,kAOH,0.0029999894032220324,0.04278431439845839
30_05,81,1,kNH,-0.00042334427824049085,0.004250327330837875
30_05,81,2,kcat1,0.035843814310671455,0.1273329239132078
30_05,81,2,kcat2,0.07446315343208462,0.17706391909568503
30_05,81,2,Km1,-0.0006692077331404274,0.042891511342425866
30_05,81,2,Km2,0.11212340274764666,0.26824974718253625
30_05,81,2,Tmax,0.18810667091024605,0.32680372682383085
30_05,81,2,Ken,0.2850668426806349,0.43710964406353825
30_05,81,2,kAB,0.0251202485758431,0.06821280541125155
30_05,81,2,kAN,-0.002179055008333539,0.0035746180396674667
30_05,81,2,kAOH,0.0029987635180755696,0.042784314398458395
30_05,81,2,kNH,-0.00042391370391350056,0.00425032733083788
30_05,81,3,kcat1,0.6336269579191693,0.7044813311815978
30_05,81,3,kcat2,-0.014463295632611676,0.07544605386005661
30_05,81,3,Km1,0.13722169378989876,0.18898927757469577
30_05,81,3,Km2,0.0025624946714149647,0.01788799322620065
30_05,81,3,Tmax,-0.0012004784233687615,0.021277780286820525
30_05,81,3,Ken,-0.0052428592603528746,0.025863210258341072
30_05,81,3,kAB,-0.00716354289001616,0.017515676315233104
30_05,81,3,kAN,0.007098860216071006,0.029803787605193525
30_05,81,3,kAOH,0.08728024541972455,0.13058111793728802
30_05,81,3,kNH,0.0005846680934159291,0.005392053472477886
30_05,82,0,kcat1,0.648400329955242,0.7154736004292164
30_05,82,0,kcat2,-0.015821075764857143,0.05460338893450157
30_05,82,0,Km1,0.13213116926330795,0.19114671077689466
30_05,82,0,Km2,9.634990292875158e-05,0.008981372250106612
30_05,82,0,Tmax,-0.006303605709851439,0.017150591369681972
30_05,82,0,Ken,-0.00843818082431277,0.021108056851495232
30_05,82,0,kAB,-0.007653194056285717,0.01564002042120846
30_05,82,0,kAN,0.0069256320174877145,0.031068962750291383
30_05,82,0,kAOH,0.08197838680620363,0.12873085922466077
30_05,82,0,kNH,0.0004948504214077403,0.00628619839736176
30_05,82,1,kcat1,0.03471526249943854,0.12732367759126065
30_05,82,1,kcat2,0.07337992399715478,0.17324537296883688
30_05,82,1,Km1,-0.0010255575505366127,0.0433170352798342
30_05,82,1,Km2,0.11318188359549418,0.2810964356389695
30_05,82,1,Tmax,0.18627747972991837,0.3220883159398213
30_05,82,1,Ken,0.2827658512031302,0.43354714018982193
30_05,82,1,kAB,0.027350191569629104,0.06199187764751523
30_05,82,1,kAN,-0.00231871931546544,0.0036930789280820546
30_05,82,1,kAOH,0.0030405214088863727,0.04345076827713921
30_05,82,1,kNH,-0.0005415957503884192,0.004791984425248167
30_05,82,2,kcat1,0.03471485669034687,0.12732367759126056
30_05,82,2,kcat2,0.07567989901367506,0.17966362886808107
30_05,82,2,Km1,-0.0010256052505407494,0.0433170352798342
30_05,82,2,Km2,0.11318375293293505,0.28109643563896947
30_05,82,2,Tmax,0.18627508623659325,0.3220883159398195
30_05,82,2,Ken,0.2827641041394461,0.4335471401898225
30_05,82,2,kAB,0.02507477694980298,0.06861263529668638
30_05,82,2,kAN,-0.002319178764126982,0.0036930789280820568
30_05,82,2,kAOH,0.003039236016954239,0.043450768277139215
30_05,82,2,kNH,-0.0005422316996345149,0.004791984425248172
30_05,82,3,kcat1,0.632241247318422,0.7039492322868454
30_05,82,3,kcat2,-0.014700520717304785,0.07737629712117387
30_05,82,3,Km1,0.1360488633197352,0.18909927381860758
30_05,82,3,Km2,0.002564776971562611,0.018853580077814347
30_05,82,3,Tmax,-0.0013242556041235586,0.02176210780936157
30_05,82,3,Ken,-0.005383850081563649,0.026413156883231807
30_05,82,3,kAB,-0.007341606225544439,0.018069704450270316
30_05,82,3,kAN,0.007198809842211412,0.03039386334482978
30_05,82,3,kAOH,0.08752741947961173,0.13159257868072916
30_05,82,3,kNH,0.0005998644607271207,0.00554610950014899
30_05,83,0,kcat1,0.6466854891506038,0.7147977041236964
30_05,83,0,kcat2,-0.01607406930724285,0.05642646275514205
30_05,83,0,Km1,0.130910440016096,0.1913652544306586
30_05,83,0,Km2,8.813689473692794e-05,0.009376027348920525
30_05,83,0,Tmax,-0.006439546081601449,0.017759473567250085
30_05,83,0,Ken,-0.008567583161785899,0.021841376993098356
30_05,83,0,kAB,-0.00782105291482553,0.01625034085010128
30_05,83,0,kAN,0.007017775608132279,0.031733744551197575
30_05,83,0,kAOH,0.08211585363822273,0.12973567963939042
30_05,83,0,kNH,0.0005163797655237107,0.006543368852450249
30_05,83,1,kcat1,0.03360719078831895,0.12734749710288104
30_05,83,1,kcat2,0.07465216695947739,0.17610962659316648
30_05,83,1,Km1,-0.0013688076866853558,0.04374143904493748
30_05,83,1,Km2,0.11420026908363132,0.2946628888689469
30_05,83,1,Tmax,0.1845211089713448,0.31800727731654177
30_05,83,1,Ken,0.28047608408749203,0.43025471425347445
30_05,83,1,kAB,0.027300932488933907,0.0623462923352746
30_05,83,1,kAN,-0.002450564348495582,0.003817077710504955
30_05,83,1,kAOH,0.003076337473089664,0.0441565442565952
30_05,83,1,kNH,-0.000662304119613238,0.005400221445200479
30_05,83,2,kcat1,0.03360675102876911,0.12734749710288104
30_05,83,2,kcat2,0.07688880328185348,0.18224541492988192
30_05,83,2,Km1,-0.0013688722664678412,0.043741439044937463
30_05,83,2,Km2,0.11420236151982842,0.29466288886894687
30_05,83,2,Tmax,0.18451880974453524,0.31800727731654016
30_05,83,2,Ken,0.2804743584044711,0.43025471425347495
30_05,83,2,kAB,0.025026085009329704,0.06899715008296892
30_05,83,2,kAN,-0.0024510206870739025,0.0038170777105049555
30_05,83,2,kAOH,0.0030749853448447362,0.0441565442565952
