output,time,parameter,S1,ST
CAB,111,k4,0.01776130956253467,0.07907498081223062
CAB,111,k5,0.0002000511416327924,0.0010092256226027108
CAB,111,KS,0.06826674763847518,0.647511180855638
CAB,111,KP,0.06684589192369245,0.6823066176371299
CAB,111,KN,0.015681394077225165,0.5466676644008599
CAB,111,kmenos4,0.020537742895128247,0.3680729844704202
CAB,112,k2,0.06097473959526406,0.21625680383596677
CAB,112,k3,0.02768265354045568,0.2926460310962654
CAB,112,k4,0.01767148113250472,0.07908814053100577
CAB,112,k5,0.00019958272627697453,0.0009988247230898817
CAB,112,KS,0.06732545688827397,0.6484462890127821
CAB,112,KP,0.06688854927398878,0.6846372855758122
CAB,112,KN,0.01566058472035026,0.5402333838567895
CAB,112,kmenos4,0.020361705251187853,0.37074492923565483
CAB,113,k2,0.06027550619998808,0.21532081046397367
CAB,113,k3,0.02769733993028707,0.29371696415558163
CAB,113,k4,0.017580581559277303,0.07908583059939824
CAB,113,k5,0.0001987603384481173,0.0009888287751916038
CAB,113,KS,0.06638847195202909,0.6492205457828556
CAB,113,KP,0.06695892851554937,0.6868442268060783
CAB,113,KN,0.015637182526329254,0.533729790287597
CAB,113,kmenos4,0.020187294521129207,0.37328748422687247
CAB,114,k2,0.05956799738109362,0.21462722466545495
CAB,114,k3,0.027706557835050927,0.29466613160912997
CAB,114,k4,0.017488287683112263,0.07906685414366157
CAB,114,k5,0.00019784596339079993,0.0009791510799152109
CAB,114,KS,0.06545503086124625,0.649837174230252
CAB,114,KP,0.06705757192390481,0.6889305770126609
CAB,114,KN,0.015611533893037691,0.5271780852349416
CAB,114,kmenos4,0.020014374013875454,0.3756948774319509
CAB,115,k2,0.058852119327159336,0.21415768878663885
CAB,115,k3,0.027710995052947274,0.2954971486596322
CAB,115,k4,0.017395238645295345,0.0790320461849451
CAB,115,k5,0.0001972241039426634,0.0009697260077709772
CAB,115,KS,0.06452625195819263,0.6502980455383015
CAB,115,KP,0.06718625951899997,0.6908986479335425
CAB,115,KN,0.015584011539146694,0.5205922942898225
CAB,115,kmenos4,0.01984326445088064,0.37797372528075496
CAB,116,k2,0.0581278749507849,0.2138913326358318
CAB,116,k3,0.02771011884718712,0.2962140611046034
CAB,116,k4,0.01730107931194784,0.07898048478642984
CAB,116,k5,0.00019644471492645608,0.0009608509556936198
CAB,116,KS,0.06360187968734925,0.6506082614293629
CAB,116,KP,0.06734253096951559,0.6927480364769715
CAB,116,KN,0.015554162947342423,0.513988386202396
CAB,116,kmenos4,0.019673207698963652,0.3801207104946511
CAB,117,k2,0.05739529074138474,0.21381226000581818
CAB,117,k3,0.027704232408853585,0.2968157822990823
CAB,117,k4,0.017205911449103706,0.07891448364235588
CAB,117,k5,0.00019577700681034445,0.0009520882814584491
CAB,117,KS,0.06268183037543636,0.6507716649513537
CAB,117,KP,0.06752850886043422,0.6944832794392326
CAB,117,KN,0.015521983872719419,0.507381948184659
CAB,117,kmenos4,0.019504541733305417,0.38213576907597746
CAB,118,k2,0.05665523791231177,0.21390025245143238
CAB,118,k3,0.027692822367225017,0.2973065390003878
CAB,118,k4,0.017109956049037655,0.0788329887224373
CAB,118,k5,0.00019501386967383738,0.0009437518889367985
CAB,118,KS,0.061766055787938146,0.6507926561658718
CAB,118,KP,0.067744113416962,0.6961080655228856
CAB,118,KN,0.015487810960840474,0.5007872659847723
CAB,118,kmenos4,0.019337293443701723,0.38402336230431894
CAB,119,k2,0.05590792909096195,0.21414193190913103
CAB,119,k3,0.02767695721209962,0.2976960216474803
CAB,119,k4,0.01701311653613899,0.07873706516036984
CAB,119,k5,0.00019444740100793122,0.0009359615999878006
CAB,119,KS,0.06085463229547288,0.6506774572577514
CAB,119,KP,0.06799041670300537,0.6976262855680719
CAB,119,KN,0.015451364069047601,0.4942050573356587
CAB,119,kmenos4,0.01917154948787471,0.38578036766447227
CAB,120,k2,0.05515367612361179,0.21451943271030546
CAB,120,k3,0.02765572068716453,0.29797974978257863
CAB,120,k4,0.01691543936202754,0.07862825575388727
CAB,120,k5,0.00019383225540423464,0.0009283006100091858
CAB,120,KS,0.05994751583728197,0.6504273020351987
CAB,120,KP,0.06826419939981551,0.6990356520214845
CAB,120,KN,0.015412765073175294,0.48765286996313484
CAB,120,kmenos4,0.01900756661154876,0.3874121563008677
CAB,121,k2,0.05439211764589058,0.215019959867644
CAB,121,k3,0.027629517085896175,0.29816472703390456
CAB,121,k4,0.016817189750465974,0.07850472950546272
CAB,121,k5,0.00019332523564647873,0.0009209880974274054
CAB,121,KS,0.05904595165953691,0.6500504462577482
CAB,121,KP,0.06856951862274609,0.7003418103991574
CAB,121,KN,0.0153718425796779,0.4811381995840658
CAB,121,kmenos4,0.018845380972811354,0.38891565862629807
CAB,122,k2,0.05362442594238851,0.21563167263322144
CAB,122,k3,0.027598264560684233,0.29825327092950055
CAB,122,k4,0.01671793670806609,0.07837040821032369
CAB,122,k5,0.00019273226797189558,0.0009141812592856581
CAB,122,KS,0.05814852242675017,0.6495449305507924
CAB,122,KP,0.06890588078301245,0.7015452868467493
CAB,122,KN,0.01532863881500622,0.4746617420617976
CAB,122,kmenos4,0.018684013428884476,0.390294644148544
CAB,123,k2,0.05285141811542817,0.21634189964399608
CAB,123,k3,0.027562449976634498,0.2982495811920115
CAB,123,k4,0.016617540164807272,0.07822226166638076
CAB,123,k5,0.00019173637987619657,0.0009077352686983974
CAB,123,KS,0.057256233358269626,0.6489185497575136
CAB,123,KP,0.06927172547863251,0.7026493505837639
CAB,123,KN,0.01528242957034725,0.4682384375434936
CAB,123,kmenos4,0.018523521943448095,0.39155008806448904
CAB,124,k2,0.05207296408628767,0.2171380523909249
CAB,124,k3,0.02752204426786489,0.29815524574284563
CAB,124,k4,0.01651632684272224,0.0780632999713863
CAB,124,k5,0.00019129110438879696,0.000901587241012033
CAB,124,KS,0.05636986360941876,0.6481788721380455
CAB,124,KP,0.0696690063414746,0.703654080716161
CAB,124,KN,0.015234244251240951,0.4618665330898037
CAB,124,kmenos4,0.018364775998524242,0.3926815591765342
CAB,125,k2,0.05129060536409732,0.21801115536111274
CAB,125,k3,0.027477205700243118,0.29797442510026334
CAB,125,k4,0.016415025471272673,0.07789263451961594
CAB,125,k5,0.00019070608719257986,0.0008958762163721045
CAB,125,KS,0.05548832301517597,0.6473244531803175
CAB,125,KP,0.07009808107747467,0.7045619009743266
CAB,125,KN,0.015184510254610581,0.45555577619276866
CAB,125,kmenos4,0.018207486208157028,0.39369165609205004
CAB,126,k2,0.05050399198655242,0.2189503231497648
CAB,126,k3,0.027427868301275707,0.29770979915309237
CAB,126,k4,0.01631276388269771,0.07771011859813139
CAB,126,k5,0.00019025579996298343,0.0008904052161367819
CAB,126,KS,0.05461267782279977,0.6463600344486967
CAB,126,KP,0.07055736524503833,0.7053734481571553
CAB,126,KN,0.01513235817923766,0.44930757230456725
CAB,126,kmenos4,0.018051305981513107,0.394581144966816
CAB,127,k2,0.049713852610842234,0.21994790125136718
CAB,127,k3,0.027373551837344634,0.29736468759823337
CAB,127,k4,0.01620967955259353,0.07751895337280568
CAB,127,k5,0.0001900813093079302,0.0008854239067353107
CAB,127,KS,0.053743940053816365,0.6452926192992284
CAB,127,KP,0.07105086565508943,0.7060936773287222
CAB,127,KN,0.015078308515284503,0.44312503094732064
CAB,127,kmenos4,0.01789635594669472,0.3953525471581338
CAB,128,k2,0.04892044147171703,0.2209925397512854
CAB,128,k3,0.027314689639156436,0.2969414317519103
CAB,128,k4,0.01610599967716095,0.0773163714566135
CAB,128,k5,0.00018949346739249807,0.0008805877605215672
CAB,128,KS,0.052880434097658746,0.6441220581313258
CAB,128,KP,0.07157476554555514,0.706719782954726
CAB,128,KN,0.01502197987454044,0.4370100996339008
CAB,128,kmenos4,0.017742066493964818,0.39600479005315653
CAB,129,k2,0.04812421679501274,0.22207718809024915
CAB,129,k3,0.027251724588053205,0.2964428306968836
CAB,129,k4,0.016002278668117532,0.07710597820022032
CAB,129,k5,0.0001893554865624035,0.0008763399071898917
CAB,129,KS,0.05202401179657984,0.642856626449966
CAB,129,KP,0.07213073569611932,0.7072553711952944
CAB,129,KN,0.014963531423979451,0.4309634252149063
CAB,129,kmenos4,0.01758962959428734,0.3965410172259711
CAB,130,k2,0.047324691715877054,0.2231930092681552
CAB,130,k3,0.027184672762461587,0.29587023724823575
CAB,130,k4,0.01589793959046945,0.07688516678885005
CAB,130,k5,0.00018926192447069263,0.0008722543886876684
CAB,130,KS,0.05117463602668416,0.6414950917121827
CAB,130,KP,0.07271914269957722,0.707699695661235
CAB,130,KN,0.014902575663029266,0.4249906168208007
CAB,130,kmenos4,0.017438372494009317,0.39696244740140957
CAB,131,k2,0.04652247435447684,0.22433373825911293
CAB,131,k3,0.027113855283895122,0.2952289132652088
CAB,131,k4,0.01579297377364064,0.07665547863643972
CAB,131,k5,0.0001895514422592063,0.0008685566754476761
CAB,131,KS,0.05032935535846963,0.6400400656478765
CAB,131,KP,0.07333958256479428,0.7080516602048249
CAB,131,KN,0.014839781942464061,0.4190836261591206
CAB,131,kmenos4,0.01728851014822688,0.3972704118275822
CAB,132,k2,0.045718339438261445,0.2254927455437478
CAB,132,k3,0.027038371311226963,0.2945181069648659
CAB,132,k4,0.015687792470867715,0.07641803076156316
CAB,132,k5,0.00018983985337171297,0.0008652663539069918
CAB,132,KS,0.04949097561725226,0.6384976964133452
CAB,132,KP,0.0739929694722392,0.7083121190373437
CAB,132,KN,0.014775475270783198,0.4132476149758912
CAB,132,kmenos4,0.01713982360192348,0.39746357509229907
CAB,133,k2,0.04491287167090733,0.2266638946760253
CAB,133,k3,0.026958653392114295,0.2937405052573291
CAB,133,k4,0.015582289885444403,0.07617189858796787
CAB,133,k5,0.00019025902180482303,0.0008622388527683192
CAB,133,KS,0.04865904228397192,0.6368696493474295
CAB,133,KP,0.07467974468557101,0.7084836859283166
CAB,133,KN,0.01470953263344838,0.4074862231166619
CAB,133,kmenos4,0.016992241112688353,0.39754517081719115
CAB,134,k2,0.044105368051370275,0.22784067428068408
CAB,134,k3,0.026874899789374223,0.29289946984466564
CAB,134,k4,0.015476340135523348,0.07591746709976305
CAB,134,k5,0.00019076995184197322,0.0008595639866317051
CAB,134,KS,0.04783235770376524,0.6351591741083877
CAB,134,KP,0.0753981540406287,0.7085655929537101
CAB,134,KN,0.014641758994288328,0.401794508793122
CAB,134,kmenos4,0.016845490742929493,0.3975166767218854
CAB,135,k2,0.0432962784288203,0.2290182713904756
CAB,135,k3,0.026786961284991116,0.2919968208265982
CAB,135,k4,0.015369293222166456,0.0756564949657777
CAB,135,k5,0.00019120057285883352,0.0008571724723556677
CAB,135,KS,0.047012868431800185,0.6333687816043582
CAB,135,KP,0.07614994853752509,0.7085560565130212
CAB,135,KN,0.014571555163780872,0.3961693650088603
CAB,135,kmenos4,0.016699178217580435,0.397378267930494
CAB,136,k2,0.04248611638584924,0.23019058945755042
CAB,136,k3,0.02669472381811375,0.2910334003769554
CAB,136,k4,0.015261640802400972,0.07538791737889491
CAB,136,k5,0.00019204762613944646,0.0008552090364236744
CAB,136,KS,0.046199307215074786,0.6315012948720197
CAB,136,KP,0.07693413082898128,0.7084568020043455
CAB,136,KN,0.014499125640662677,0.3906147043479556
CAB,136,kmenos4,0.016553748182531886,0.39713249825325897
CAB,137,k2,0.04167509902610031,0.23135610711732738
CAB,137,k3,0.026598224462778486,0.290010875645525
CAB,137,k4,0.01515349116681946,0.07511227374003855
CAB,137,k5,0.00019251647093844094,0.0008534928524461294
CAB,137,KS,0.04539215179886167,0.629557256741078
CAB,137,KP,0.07775178580754838,0.7082671046198564
CAB,137,KN,0.014424778503652669,0.3851333139302213
CAB,137,kmenos4,0.01640898696953411,0.3967791181807983
CAB,138,k2,0.04086355911536079,0.23250784872775324
CAB,138,k3,0.026497690061413195,0.2889328431025527
CAB,138,k4,0.015045026127018683,0.07483028827561616
CAB,138,k5,0.00019299158010418677,0.0008521299661028562
CAB,138,KS,0.04459175421764006,0.6275438059292268
CAB,138,KP,0.07860231069003688,0.7079844384524777
CAB,138,KN,0.014348943057132248,0.3797176558862237
CAB,138,kmenos4,0.01626509331954977,0.39631919630375756
CAB,139,k2,0.04005229450262478,0.2336459923431643
CAB,139,k3,0.026392614489339564,0.28779905857016
CAB,139,k4,0.014935924396603717,0.07454164463119348
CAB,139,k5,0.00019357500897715743,0.000851124526224387
CAB,139,KS,0.043797165159106234,0.625458601443651
CAB,139,KP,0.0794868190675232,0.7076113129673912
CAB,139,KN,0.014270974956981245,0.37437049941674566
CAB,139,kmenos4,0.016122122230851483,0.39575663054432964
CAB,140,k2,0.039242217972022105,0.23476319745399876
CAB,140,k3,0.026283939350097374,0.28661066293876475
CAB,140,k4,0.014826655301054004,0.07424693335561766
CAB,140,k5,0.00019432746475437084,0.0008503626578142267
CAB,140,KS,0.04300966656252836,0.6233080497240355
CAB,140,KP,0.0804027207398078,0.7071441889157807
CAB,140,KN,0.01419132758266057,0.3690910702992077
CAB,140,kmenos4,0.0159801493937716,0.3950885648883955
CAB,141,k2,0.038433372403711245,0.235859598931064
CAB,141,k3,0.02617155735574714,0.2853712600222135
CAB,141,k4,0.014716908788849369,0.07394527209700957
CAB,141,k5,0.00019525407317325135,0.0008499106090676099
CAB,141,KS,0.04222897314427882,0.6210912165709839
CAB,141,KP,0.08135309604449135,0.7065860672447247
CAB,141,KN,0.014109854234086816,0.36387730522654155
CAB,141,kmenos4,0.015838820989050973,0.3943198408178796
CAB,142,k2,0.03762660406858464,0.23693226493906874
CAB,142,k3,0.02605529269960448,0.2840829064224575
CAB,142,k4,0.014606809985709686,0.07363940244426714
CAB,142,k5,0.0001963571647110206,0.0008497943118302548
CAB,142,KS,0.0414559774346365,0.61881389213122
CAB,142,KP,0.08233479524954507,0.7059375412159508
CAB,142,KN,0.014026832449112616,0.3587281173128917
CAB,142,kmenos4,0.01569811973725272,0.39345220399058034
CAB,143,k2,0.03682287678225985,0.23797676874612908
CAB,143,k3,0.025935289342873744,0.28274339404120813
CAB,143,k4,0.014496869976358158,0.07332817603492257
CAB,143,k5,0.0001976778690817063,0.0008500018280472762
CAB,143,KS,0.04069139910755462,0.6164742098520717
CAB,143,KP,0.0833497398269412,0.7051923083313724
CAB,143,KN,0.013942127110261599,0.3536454487429234
CAB,143,kmenos4,0.015558118335090897,0.392482430676062
CAB,144,k2,0.03602250497143782,0.2389954860621942
CAB,144,k3,0.025811459712368645,0.2813575225490529
CAB,144,k4,0.014386375871269936,0.07301128764220079
CAB,144,k5,0.0001986972252880245,0.000850465502818367
CAB,144,KS,0.03993365125396158,0.6140764897036647
CAB,144,KP,0.08439787504903253,0.7043546852676345
CAB,144,KN,0.013855596659454591,0.3486276679399072
CAB,144,kmenos4,0.015418959347777997,0.391416879551905
CAB,145,k2,0.03522566440374913,0.2399825587476929
CAB,145,k3,0.02568452009486455,0.27992334861241536
CAB,145,k4,0.014275283584097463,0.07269049789597111
CAB,145,k5,0.00019994023195240687,0.0008512472907780327
CAB,145,KS,0.039184810675433834,0.6116229845336894
CAB,145,KP,0.08547823268562636,0.7034208237299701
CAB,145,KN,0.01376730679986705,0.3436740148920923
CAB,145,kmenos4,0.015280804630503395,0.3902511340861817
CAB,146,k2,0.034433687896363856,0.24093985430674472
CAB,146,k3,0.025554020324446165,0.27844473676613946
CAB,146,k4,0.014163801994720858,0.07236479426164706
CAB,146,k5,0.000200999086283513,0.0008522315532573243
CAB,146,KS,0.038443844516930066,0.6091146215277887
CAB,146,KP,0.08659098067959688,0.7023891562091881
CAB,146,KN,0.013677305231070592,0.3387821814140885
CAB,146,kmenos4,0.015143355603550686,0.3889918850264729
CAB,147,k2,0.03364774534964724,0.2418647505554241
CAB,147,k3,0.025420490916301348,0.27692266266725485
CAB,147,k4,0.014052393822745271,0.07203563013024514
CAB,147,k5,0.00020240884790968493,0.0008535652244140091
CAB,147,KS,0.03771156126459154,0.6065546432679702
CAB,147,KP,0.08773584721188077,0.7012616308220027
CAB,147,KN,0.013586099403919324,0.3339553529076813
CAB,147,kmenos4,0.01500689984317779,0.38763847391704953
CAB,148,k2,0.03286694903718269,0.24275671294318854
CAB,148,k3,0.025283552562548984,0.2753583657635085
CAB,148,k4,0.013940620790417295,0.07170172163913707
CAB,148,k5,0.00020360195120545162,0.0008551748607170612
CAB,148,KS,0.036987728827746445,0.6039438326792191
CAB,148,KP,0.08891187192112238,0.7000374573417987
CAB,148,KN,0.013493452011316276,0.32919194983447275
CAB,148,kmenos4,0.014870958364788966,0.3861924891309286
CAB,149,k2,0.032090817940345163,0.2436107883770646
CAB,149,k3,0.025143523156707617,0.27374837720728273
CAB,149,k4,0.013828282052690372,0.07136368187466838
CAB,149,k5,0.00020494571083523095,0.0008570194432374746
CAB,149,KS,0.036271399502233015,0.60128234102473
CAB,149,KP,0.09012027428648474,0.6987121791997031
CAB,149,KN,0.013399031712215013,0.3244849235198087
CAB,149,kmenos4,0.014735580739242372,0.3846539092553505
CAB,150,k2,0.031319042743029574,0.24442730819168282
CAB,150,k3,0.02500013836615213,0.2720971594918756
CAB,150,k4,0.013715702179563189,0.07102068008715595
CAB,150,k5,0.0002063940688407282,0.0008591115121911172
CAB,150,KS,0.035563062170313166,0.5985712613795987
CAB,150,KP,0.09135921789299191,0.6972820306960972
CAB,150,KN,0.013302975000770316,0.31983564024096306
CAB,150,kmenos4,0.014600757177823219,0.3830232341781367
CAB,151,k2,0.030552307753270336,0.24520547864850228
CAB,151,k3,0.024853210353549038,0.27040317999685
CAB,151,k4,0.013603032686368158,0.07067384279804863
CAB,151,k5,0.00020773555187690118,0.0008615491252504437
CAB,151,KS,0.03486191798609246,0.5958127927338361
CAB,151,KP,0.09262665875423874,0.6957506098549707
CAB,151,KN,0.013205393082432425,0.3152453612726486
CAB,151,kmenos4,0.014466397432348564,0.3813045361537801
CAB,152,k2,0.029790139522057335,0.24594017350118605
CAB,152,k3,0.024702932598740707,0.26866632600960866
CAB,152,k4,0.013489995676361851,0.07032124399315542
CAB,152,k5,0.00020920048489747392,0.0008641444356712107
CAB,152,KS,0.03416809880333326,0.593006086979631
CAB,152,KP,0.0939247631957902,0.6941106153701989
CAB,152,KN,0.013106810108708398,0.31070596961051167
CAB,152,kmenos4,0.014332286123084783,0.3794942875030367
CAB,153,k2,0.02903240715430697,0.24663496429087348
CAB,153,k3,0.024549366191707566,0.26688807066817216
CAB,153,k4,0.013376589427370396,0.0699639879255919
CAB,153,k5,0.0002108142572783481,0.0008670148678658745
CAB,153,KS,0.03348109031766337,0.5901533349396035
CAB,153,KP,0.09525179533672727,0.6923640840476787
CAB,153,KN,0.013006671020138458,0.306220319703907
CAB,153,kmenos4,0.014198663612738319,0.3775979564067998
CAB,154,k2,0.02827961257360548,0.2472872907665324
CAB,154,k3,0.024392220661282993,0.26506725526158165
CAB,154,k4,0.013262821278255328,0.06960167188072008
CAB,154,k5,0.00021225143666157986,0.0008700563611427223
CAB,154,KS,0.032800503286108486,0.5872542488822623
CAB,154,KP,0.09660715176035846,0.6905073325872917
CAB,154,KN,0.012905266111296285,0.3017860808187039
CAB,154,kmenos4,0.01406518349374612,0.37561386559746174
CAB,155,k2,0.027532177289444567,0.24789533047754977
CAB,155,k3,0.024231900531933078,0.26320792114132147
CAB,155,k4,0.013148685712982278,0.06923414370163082
CAB,155,k5,0.00021382056366335114,0.0008733699246853537
CAB,155,KS,0.03212765449742331,0.584312791573973
CAB,155,KP,0.09799121378819453,0.6885395988775547
CAB,155,KN,0.012802619310756146,0.29740284782669096
CAB,155,kmenos4,0.013932142585576733,0.3735451910227892
CAB,156,k2,0.026790349608882814,0.24846125035084102
CAB,156,k3,0.024068375711923398,0.2613073232019352
CAB,156,k4,0.01303433519774172,0.06886202154891048
CAB,156,k5,0.0002154334858135324,0.0008769412990155412
CAB,156,KS,0.03146127796338097,0.5813266202783218
CAB,156,KP,0.09940132904494288,0.6864578950538123
CAB,156,KN,0.012698658846942745,0.2930688634530995
CAB,156,kmenos4,0.013799250963308321,0.37139079546471127
CAB,157,k2,0.026054501714281083,0.24898334841794342
CAB,157,k3,0.0239013743335303,0.2593664667546491
CAB,157,k4,0.012919324316014502,0.06848549652176943
CAB,157,k5,0.00021704361419378466,0.0008805813023632253
CAB,157,KS,0.03080257849473576,0.5782991344862396
CAB,157,KP,0.10083811893460053,0.6842635284933034
CAB,157,KN,0.012593373078471167,0.28878382877150105
CAB,157,kmenos4,0.013666676290378458,0.3691552318667081
CAB,158,k2,0.025324663944104223,0.24946333116468813
CAB,158,k3,0.02373140246921109,0.25738540367519436
CAB,158,k4,0.012803290179697705,0.06810312689746391
CAB,158,k5,0.00021841804717136196,0.0008845534250297181
CAB,158,KS,0.030150374395159607,0.5752310655737035
CAB,158,KP,0.10230050325524627,0.6819539276411127
CAB,158,KN,0.012486310380645719,0.2845487394548802
CAB,158,kmenos4,0.013534298440294822,0.36683675347261085
CAB,159,k2,0.024601975788068785,0.24989970124221927
CAB,159,k3,0.023558689832645113,0.2553677373955054
CAB,159,k4,0.012687130903155158,0.06771677489131694
CAB,159,k5,0.0002201184540031999,0.0008887419621569855
CAB,159,KS,0.029506096549598418,0.5721249843729886
CAB,159,KP,0.1037875343960533,0.679530227073177
CAB,159,KN,0.0123783482593569,0.2803620626814447
CAB,159,kmenos4,0.013402216795219135,0.3644401490462765
CAB,160,k2,0.023886782354007347,0.25029502316434876
CAB,160,k3,0.023382968912484633,0.2533118403109494
CAB,160,k4,0.012570766865921368,0.06732588744160738
CAB,160,k5,0.0002216482464785928,0.0008930390630085045
CAB,160,KS,0.02886903449303102,0.5689795756247853
CAB,160,KP,0.10529806969889681,0.6769912988060464
CAB,160,KN,0.012269100277980302,0.27622496402931845
CAB,160,kmenos4,0.01327027237818587,0.36196480288880156
CAB,161,k2,0.023179959762050634,0.2506483042170019
CAB,161,k3,0.023204651406048455,0.25121963185613244
CAB,161,k4,0.012454242037762173,0.06693059079944957
CAB,161,k5,0.000223134730978446,0.0008976088322578684
CAB,161,KS,0.028240274456093954,0.5657979093781028
CAB,161,KP,0.1068321262534902,0.6743376197902808
CAB,161,KN,0.012158715946302622,0.27213681943670487
CAB,161,kmenos4,0.013138612676145715,0.3594128259737637
CAB,162,k2,0.022482096081028108,0.2509627058639377
CAB,162,k3,0.02302369339745067,0.24909109212131245
CAB,162,k4,0.012337046010240818,0.06653086440947979
CAB,162,k5,0.00022458580635315237,0.0009023919400086479
CAB,162,KS,0.02761883377551282,0.5625813728919189
CAB,162,KP,0.10838834886177202,0.6715666575037686
CAB,162,KN,0.012047109212909142,0.2680991275925768
CAB,162,kmenos4,0.013007388086014211,0.35678653818400147
CAB,163,k2,0.021793729372631035,0.25123788897211047
CAB,163,k3,0.022840528431257282,0.24692747368355514
CAB,163,k4,0.01221964820764381,0.06612687416873382
CAB,163,k5,0.00022602182921475865,0.0009072808250975391
CAB,163,KS,0.027006239061323063,0.5593305382042105
CAB,163,KP,0.10996589466864916,0.6686813934414967
CAB,163,KN,0.011934479924561795,0.264109488050457
CAB,163,kmenos4,0.01287675929694103,0.35408713348477727
CAB,164,k2,0.021115811635060017,0.25147475880235964
CAB,164,k3,0.02265491376630882,0.24472933161833121
CAB,164,k4,0.012102284537474459,0.06572002095704763
CAB,164,k5,0.00022725504692467754,0.0009123634543766044
CAB,164,KS,0.02640217853185443,0.5560487014166905
CAB,164,KP,0.11156320722070863,0.6656813638272484
CAB,164,KN,0.01182054067465158,0.2601696783757607
CAB,164,kmenos4,0.012746227995483776,0.351316903532394
CAB,165,k2,0.0204490771776221,0.2516739987518838
CAB,165,k3,0.02246786866189963,0.2424983826339804
CAB,165,k4,0.011984952026632101,0.06530978195995168
CAB,165,k5,0.00022880616644809846,0.0009176172384648707
CAB,165,KS,0.02580708633040438,0.5527341325835998
CAB,165,KP,0.11318055857073822,0.6625660052714832
CAB,165,KN,0.011705844641037626,0.2562827065163539
CAB,165,kmenos4,0.012615853939003432,0.3484769270168735
CAB,166,k2,0.01979414726584829,0.25183761653358017
CAB,166,k3,0.02227976987323062,0.24023572066779242
CAB,166,k4,0.01186746664672562,0.06489599401085927
CAB,166,k5,0.0002304345824427322,0.0009230617902342107
CAB,166,KS,0.02522115572897007,0.5493909778295277
CAB,166,KP,0.11481574062193568,0.6593366730575383
CAB,166,KN,0.01159034794025609,0.2524465946185018
CAB,166,kmenos4,0.012485843364918018,0.3455688274888926
CAB,167,k2,0.019151819915083763,0.2519666711547728
CAB,167,k3,0.02208999525416085,0.23794212710132903
CAB,167,k4,0.011749819215468008,0.06447979672657665
CAB,167,k5,0.0002317884759863081,0.0009286593259222073
CAB,167,KS,0.0246444138683297,0.5460182876359615
CAB,167,KP,0.11646842959996062,0.6559936427644512
CAB,167,KN,0.011473856425232387,0.24866197708518292
CAB,167,kmenos4,0.012356437294240318,0.34259618481015036
CAB,168,k2,0.01852229045894518,0.252061672030054
CAB,168,k3,0.021898943805065945,0.23561851234166728
CAB,168,k4,0.01163254297581995,0.06406104780250514
CAB,168,k5,0.0002334080776277825,0.000934335767553641
CAB,168,KS,0.024076776859857176,0.542618827160171
CAB,168,KP,0.118136985049806,0.6525379618107258
CAB,168,KN,0.011357067566713097,0.24492700274176427
CAB,168,kmenos4,0.012227982889866018,0.33955898725035416
CAB,169,k2,0.017903710636434467,0.25211930754523065
CAB,169,k3,0.02170584969059179,0.23326388163240797
CAB,169,k4,0.011514894776458886,0.06363867855636274
CAB,169,k5,0.00023495003221658969,0.0009401859561667908
CAB,169,KS,0.02351749107950323,0.5391905513909168
CAB,169,KP,0.11982048001494351,0.648968159385772
CAB,169,KN,0.011239457727982754,0.24124190526323566
CAB,169,kmenos4,0.012099746630555604,0.33645970178734524
CAB,170,k2,0.017295508396527073,0.25214049876775296
CAB,170,k3,0.021510852562795498,0.23087859408116174
CAB,170,k4,0.011397164687844123,0.0632119473322494
CAB,170,k5,0.00023628897956824195,0.0009461758348092653
CAB,170,KS,0.022966211065492736,0.5357363479549523
CAB,170,KP,0.12151711122223552,0.6452820988726135
CAB,170,KN,0.011120948275269391,0.23760270474384249
CAB,170,kmenos4,0.0119719893011543,0.3332994657068954
CAB,171,k2,0.016697414255734285,0.25212336562684523
CAB,171,k3,0.02131403858928707,0.2284603789469145
CAB,171,k4,0.011278917244911016,0.06278087380330383
CAB,171,k5,0.00023746323909374178,0.0009521906135916686
CAB,171,KS,0.022422562508953647,0.532252092802279
CAB,171,KP,0.12322535982928279,0.641480216973295
CAB,171,KN,0.01100153644052427,0.23400742646074782
CAB,171,kmenos4,0.011844504016370305,0.33007860252606486
CAB,172,k2,0.016108871593242927,0.25207005500865315
CAB,172,k3,0.021115363424305176,0.22601348084691045
CAB,172,k4,0.011160220561946535,0.06234586126377195
CAB,172,k5,0.00023870420041863328,0.0009584200246676335
CAB,172,KS,0.02188666179115183,0.528743433067311
CAB,172,KP,0.12494357153870839,0.6375607924603475
CAB,172,KN,0.010881563064013023,0.23045425217284699
CAB,172,kmenos4,0.011716858805363509,0.32680050102860897
CAB,173,k2,0.015529776669105705,0.2519779028874672
CAB,173,k3,0.02091475935119182,0.2235357510803365
CAB,173,k4,0.011041263746682394,0.06190618265213559
CAB,173,k5,0.0002396932728173611,0.0009646081499356216
CAB,173,KS,0.021357659323376705,0.5252056422048764
CAB,173,KP,0.12667046017570707,0.6335237545460527
CAB,173,KN,0.01076065005254756,0.22694358531665057
CAB,173,kmenos4,0.011588609151837364,0.3234655919899378
CAB,174,k2,0.014960296612804883,0.25184863026206333
CAB,174,k3,0.020712311498765897,0.221029697021317
CAB,174,k4,0.010921988930573348,0.0614612313954587
CAB,174,k5,0.00024065950397172235,0.000970917963260451
CAB,174,KS,0.020835810717064595,0.5216433161907377
