output,time,parameter,S1,ST
CNH,20,kmenos4,0.016221703956482578,0.0378915847281374
CNH,21,k2,0.15149131811468006,0.24264012720951067
CNH,21,k3,0.07352917927895393,0.17106424688474028
CNH,21,k4,0.10145437628117128,0.18486699536692178
CNH,21,k5,0.0009811359748129014,0.02620323240278762
CNH,21,KS,0.2589292681931076,0.40169738679760675
CNH,21,KP,0.034390143640392216,0.07152743611005608
CNH,21,KN,0.13317072837377733,0.19849680381276633
CNH,21,kmenos4,0.016849963544975474,0.039544131836381724
CNH,22,k2,0.15121074306467944,0.24114431022436525
CNH,22,k3,0.07450794480382546,0.17368552610206986
CNH,22,k4,0.10289129431338566,0.18708925842840032
CNH,22,k5,0.0010054635570284685,0.027177395767990664
CNH,22,KS,0.2522247177652198,0.39404569897806324
CNH,22,KP,0.03497680156110944,0.07249629264444106
CNH,22,KN,0.13492224304553926,0.20199725664660165
CNH,22,kmenos4,0.01744398321861455,0.04114378430254568
CNH,23,k2,0.15087060861185478,0.23970348939720684
CNH,23,k3,0.07545914226164202,0.17615708236868555
CNH,23,k4,0.10426760340997508,0.1892025757389566
CNH,23,k5,0.0010321521949726556,0.02810396954438489
CNH,23,KS,0.24589755370956537,0.38691793440271205
CNH,23,KP,0.03550905912773316,0.07337341931461024
CNH,23,KN,0.13653290110793967,0.20527039575645525
CNH,23,kmenos4,0.018008865425225538,0.042691036637146296
CNH,24,k2,0.15047863716414953,0.23831120667241157
CNH,24,k3,0.07638523651968779,0.17848333082545972
CNH,24,k4,0.10558453437067034,0.19119956800026872
CNH,24,k5,0.0010588077681704458,0.0289847781641123
CNH,24,KS,0.23992270649236222,0.38027286118303616
CNH,24,KP,0.03599274602409675,0.07416803082541565
CNH,24,KN,0.13801838413423764,0.20834397498811486
CNH,24,kmenos4,0.01855245307581808,0.044186778922878756
CNH,25,k2,0.15003510221801528,0.23695093700358136
CNH,25,k3,0.07727689248426789,0.18067432048085388
CNH,25,k4,0.10683469534565103,0.1930957989124574
CNH,25,k5,0.0010823135903273915,0.029820796065772953
CNH,25,KS,0.23426907665808058,0.3740304687971237
CNH,25,KP,0.03642849173528309,0.07487832371323687
CNH,25,KN,0.13938436473448437,0.21122967991496186
CNH,25,kmenos4,0.019066152172296864,0.04562808481650288
CNH,26,k2,0.1495494091448397,0.23562284558512062
CNH,26,k3,0.07814442451409394,0.18273842376349428
CNH,26,k4,0.10802483674471947,0.19490576249455258
CNH,26,k5,0.001103514863041967,0.03061314796046234
CNH,26,KS,0.22889526395223084,0.3681084846086288
CNH,26,KP,0.03682226762211476,0.07551161722126541
CNH,26,KN,0.1406481688598027,0.21394005673781494
CNH,26,kmenos4,0.019553843680103045,0.047008824402089526
CNH,27,k2,0.1490513147441011,0.2343349403028336
CNH,27,k3,0.07899688995358925,0.1846866699624786
CNH,27,k4,0.10916836383262862,0.19664857219867163
CNH,27,k5,0.0011305914323788385,0.03136372587706959
CNH,27,KS,0.22378329089257062,0.36242529302377086
CNH,27,KP,0.037183590470275245,0.07607708517966034
CNH,27,KN,0.1418283642212765,0.21648207403084196
CNH,27,kmenos4,0.020025794158954724,0.0483294020818222
CNH,28,k2,0.1485707535763751,0.23309383049143984
CNH,28,k3,0.07982725946548438,0.1865295822923609
CNH,28,k4,0.11026512671912404,0.1983314797289175
CNH,28,k5,0.0011587423886591545,0.032074973258427834
CNH,28,KS,0.2189436839273544,0.3570214197680401
CNH,28,KP,0.03751032361235863,0.07658571985007552
CNH,28,KN,0.14293478406570834,0.21888399225807045
CNH,28,kmenos4,0.020470124521049005,0.04958676406575669
CNH,29,k2,0.14809408427297477,0.23189957092582117
CNH,29,k3,0.08063881132382397,0.18825899091954276
CNH,29,k4,0.1113132823866329,0.19994823055077238
CNH,29,k5,0.0011851444005082379,0.032746621480175764
CNH,29,KS,0.21437119699295126,0.3519127454302025
CNH,29,KP,0.037803744302181225,0.07703579584504218
CNH,29,KN,0.1439666089920257,0.22114981590095692
CNH,29,kmenos4,0.02088825858497435,0.05078770330483224
CNH,30,k2,0.1476091531933566,0.2307281894445644
CNH,30,k3,0.0814330503498603,0.18988623390562945
CNH,30,k4,0.11231279184300152,0.201485787110628
CNH,30,k5,0.00120681568900391,0.03337514902202363
CNH,30,KS,0.21005550914665885,0.34704916270976643
CNH,30,KP,0.0380602176600394,0.07742084935487963
CNH,30,KN,0.14492619328951403,0.22327739821405793
CNH,30,kmenos4,0.021287314777707896,0.05193791704117796
CNH,31,k2,0.14712697333231572,0.229584802471248
CNH,31,k3,0.08221815939174415,0.19140058275271357
CNH,31,k4,0.11327835225318922,0.20295356990554603
CNH,31,k5,0.0012321181598256635,0.03395580887956662
CNH,31,KS,0.2059879267221643,0.34246043126430176
CNH,31,KP,0.038288305010766174,0.07774309074736435
CNH,31,KN,0.1458241858951543,0.22528239467811928
CNH,31,kmenos4,0.021671830222275968,0.05304095610273806
CNH,32,k2,0.14664801549028653,0.22846885597170266
CNH,32,k3,0.08299408990983596,0.19281999606557568
CNH,32,k4,0.11421218522728743,0.20436207091872105
CNH,32,k5,0.0012644054391581915,0.03448402044735211
CNH,32,KS,0.2021685241202158,0.33811391986924505
CNH,32,KP,0.038491663126911775,0.0779980257339555
CNH,32,KN,0.14666630166477287,0.2271647934412615
CNH,32,kmenos4,0.02204402997493769,0.05409689795165196
CNH,33,k2,0.1461726875831445,0.22739291852501756
CNH,33,k3,0.08375171405599167,0.19412974998831148
CNH,33,k4,0.11511087717602657,0.20571160896066995
CNH,33,k5,0.0012971281656410632,0.03496197219329815
CNH,33,KS,0.19857142162742933,0.3339891508137998
CNH,33,KP,0.038665111977017594,0.07818937823785853
CNH,33,KN,0.1474471574196524,0.2289344375900377
CNH,33,kmenos4,0.02239637205953232,0.05510824379357201
CNH,34,k2,0.14569653929128365,0.2263535230615332
CNH,34,k3,0.08449380692457038,0.19533938308527785
CNH,34,k4,0.11597201867604257,0.20700252496718677
CNH,34,k5,0.0013336148631918016,0.03539897888818872
CNH,34,KS,0.19518364522115839,0.33007724461437127
CNH,34,KP,0.03881399300193467,0.07832803162866105
CNH,34,KN,0.14817507828826038,0.2306009157839506
CNH,34,kmenos4,0.022732799796448475,0.05607418164872996
CNH,35,k2,0.14520812576834433,0.22535628808523525
CNH,35,k3,0.08521822639289998,0.19645185375770083
CNH,35,k4,0.11679592999677156,0.208239741347117
CNH,35,k5,0.0013673007626452932,0.03580061931513956
CNH,35,KS,0.1919671637022724,0.32635531900583453
CNH,35,KP,0.03893830933606673,0.07841908042798386
CNH,35,KN,0.1488550160895777,0.23217024551094775
CNH,35,kmenos4,0.023048461315683288,0.056995810113700064
CNH,36,k2,0.14470665152208773,0.22438935707366503
CNH,36,k3,0.08592466790755339,0.1974723271301566
CNH,36,k4,0.1175802893311473,0.2094237706040951
CNH,36,k5,0.0014005026369920584,0.03616939004926482
CNH,36,KS,0.1889003623034838,0.322799088294841
CNH,36,KP,0.039035735072512893,0.07847372394852666
CNH,36,KN,0.1494840599709233,0.2336404205616296
CNH,36,kmenos4,0.023343796248151766,0.057874087011731745
CNH,37,k2,0.1441996113037026,0.22345894102316896
CNH,37,k3,0.08661167944581155,0.1984105003275665
CNH,37,k4,0.11832632058745945,0.21055447581553596
CNH,37,k5,0.0014304883910846598,0.036507700107474554
CNH,37,KS,0.1859736370195949,0.31935723817332173
CNH,37,KP,0.039112030475231256,0.0784924776721682
CNH,37,KN,0.15006927801156764,0.2350166779138746
CNH,37,kmenos4,0.023618386604602044,0.05871146849087763
CNH,38,k2,0.1436925240566829,0.2225659086540552
CNH,38,k3,0.08727547717167085,0.19926902686866385
CNH,38,k4,0.11904233073096089,0.21163605831063506
CNH,38,k5,0.0014591598262625512,0.0368181900009443
CNH,38,KS,0.18317410957001112,0.3160452894000938
CNH,38,KP,0.03916982095989518,0.07847450090658646
CNH,38,KN,0.1506128275489085,0.236309924759296
CNH,38,kmenos4,0.02387203000622586,0.059507459099705506
CNH,39,k2,0.14318454249869586,0.2217050207160077
CNH,39,k3,0.08791902119516788,0.20005367233093582
CNH,39,k4,0.11972877748553828,0.21266328152707326
CNH,39,k5,0.0014893325088651387,0.03710282038401716
CNH,39,KS,0.18050437511854275,0.312879027836763
CNH,39,KP,0.03921189716783922,0.07842576014317248
CNH,39,KN,0.1511133007877928,0.23752109079145275
CNH,39,kmenos4,0.02410808859468383,0.060248471396505056
CNH,40,k2,0.1426754467480131,0.22087200429319245
CNH,40,k3,0.08853950344208895,0.20077119515789002
CNH,40,k4,0.12038978709608363,0.21363946055052604
CNH,40,k5,0.0015184362677303595,0.0373616720412606
CNH,40,KS,0.17794827525084345,0.3098445367072045
CNH,40,KP,0.039239734486267594,0.07834683942483218
CNH,40,KN,0.15157331390663129,0.23865426347272364
CNH,40,kmenos4,0.024316655927665493,0.060917365577486456
CNH,41,k2,0.14216270075918422,0.22006156102669058
CNH,41,k3,0.0891377930270875,0.2014262092399086
CNH,41,k4,0.1210224943254271,0.21456920109624464
CNH,41,k5,0.0015438745014916112,0.03759680185233321
CNH,41,KS,0.17550539111505717,0.3069383891825096
CNH,41,KP,0.03924871666256033,0.07823522405449798
CNH,41,KN,0.15199572077611537,0.2397138600396853
CNH,41,kmenos4,0.024504843844791954,0.061525088075798824
CNH,42,k2,0.14164716785481202,0.2192670012753787
CNH,42,k3,0.08971215224234179,0.2020202057695252
CNH,42,k4,0.12162761137397878,0.21544607099257182
CNH,42,k5,0.001566143686873353,0.037809438820586634
CNH,42,KS,0.17316656152893709,0.30414558920838713
CNH,42,KP,0.03924246017793966,0.0780933383837057
CNH,42,KN,0.15238079508769362,0.24070026547166687
CNH,42,kmenos4,0.024674856422331918,0.062078641062394295
CNH,43,k2,0.14113173620991307,0.21847855266649271
CNH,43,k3,0.09026193402501154,0.20255930193722893
CNH,43,k4,0.12220195840842413,0.21627263126849802
CNH,43,k5,0.0015867856221659885,0.03799949112480771
CNH,43,KS,0.17093359289731438,0.301459617009985
CNH,43,KP,0.039220226716234576,0.07792224513278607
CNH,43,KN,0.15272863262450598,0.24161707702520482
CNH,43,kmenos4,0.02483035840781332,0.06258489565323552
CNH,44,k2,0.14061349624062894,0.21769480161458887
CNH,44,k3,0.09079544935467992,0.2030379036682215
CNH,44,k4,0.12275118303147914,0.21705463289310378
CNH,44,k5,0.0016070674741793176,0.03816777871990636
CNH,44,KS,0.16879464651941858,0.2988739345060702
CNH,44,KP,0.03918801708663778,0.07772414724263511
CNH,44,KN,0.1530428150178048,0.24246055238181072
CNH,44,kmenos4,0.024968417992698864,0.06305610378877968
CNH,45,k2,0.14009240950695848,0.21691239954608288
CNH,45,k3,0.09130936584623571,0.20347033443593077
CNH,45,k4,0.12327526885831358,0.21779228642697582
CNH,45,k5,0.0016255070179863574,0.03831606952058155
CNH,45,KS,0.16674228903463675,0.29638091349914114
CNH,45,KP,0.03914145793510392,0.07750321580580906
CNH,45,KN,0.15332078535378613,0.2432350693589703
CNH,45,kmenos4,0.02509269973587688,0.06349558554555022
CNH,46,k2,0.13957697417035972,0.21612023053345406
CNH,46,k3,0.09180831797523697,0.20385192070381142
CNH,46,k4,0.12377434787353479,0.21848385035332873
CNH,46,k5,0.0016412211956535032,0.0384440730527652
CNH,46,KS,0.16477781829084848,0.2939667929924769
CNH,46,KP,0.039085014285657575,0.07726108706162806
CNH,46,KN,0.15356708752321188,0.24394699851123527
CNH,46,kmenos4,0.025203153402729103,0.06390125482928362
CNH,47,k2,0.13906034996132607,0.21533219729005815
CNH,47,k3,0.09228785276939346,0.2041882811038743
CNH,47,k4,0.12424507924231226,0.21913739960723486
CNH,47,k5,0.0016570783880918514,0.03855304588732484
CNH,47,KS,0.16288960792357715,0.2916291558016239
CNH,47,KP,0.039020252536294195,0.0770044149766617
CNH,47,KN,0.15378192239756372,0.24459780911976756
CNH,47,kmenos4,0.025297377768509002,0.06427755241883007
CNH,48,k2,0.13854892256591925,0.21455516748874479
CNH,48,k3,0.09274798828386556,0.2044752131732185
CNH,48,k4,0.12469407869083902,0.2197527913536529
CNH,48,k5,0.0016730181034639087,0.03864335425463444
CNH,48,KS,0.16107937857758844,0.2893555993210626
CNH,48,KP,0.038942360043989696,0.07673082094495738
CNH,48,KN,0.15396840074720267,0.24518455315522147
CNH,48,kmenos4,0.025377295645272743,0.06462256907495272
CNH,49,k2,0.1380392730236777,0.21377624408448348
CNH,49,k3,0.09318911285809077,0.2047197646672129
CNH,49,k4,0.12512208134438746,0.2203301772146696
CNH,49,k5,0.0016846632577141839,0.03871596615743509
CNH,49,KS,0.15933780049562615,0.2871506516998256
CNH,49,KP,0.03884977264146609,0.07644703034409
CNH,49,KN,0.15412148080204377,0.24570993646487224
CNH,49,kmenos4,0.025442608183309443,0.06493994113488437
CNH,50,k2,0.13753160335414896,0.213013616497308
CNH,50,k3,0.09361860638746083,0.20492173422539958
CNH,50,k4,0.12553636079422728,0.220875801784805
CNH,50,k5,0.001698814205321867,0.03877234111839282
CNH,50,KS,0.15766766741842195,0.28500225745650387
CNH,50,KP,0.03875255984440209,0.07614933133071712
CNH,50,KN,0.15425511871974906,0.2461813933243491
CNH,50,kmenos4,0.02549798578684612,0.0652296133115792
CNH,51,k2,0.1370243101028192,0.2122633157124749
CNH,51,k3,0.0940323615149325,0.2050880949325337
CNH,51,k4,0.12593691764102974,0.2213933456893216
CNH,51,k5,0.001707948490343038,0.038812755383520296
CNH,51,KS,0.15605821853870058,0.2829143317969568
CNH,51,KP,0.038643560162074306,0.07583768899167516
CNH,51,KN,0.15436362331966638,0.24658960777145963
CNH,51,kmenos4,0.025540489910674525,0.06549117361563651
CNH,52,k2,0.13652251107738372,0.21152482943527504
CNH,52,k3,0.09443241086778371,0.20521637484297384
CNH,52,k4,0.12632410444500664,0.22188583072345455
CNH,52,k5,0.0017182625211805457,0.038837749416917984
CNH,52,KS,0.1545078004250689,0.2808740459372176
CNH,52,KP,0.03852421492266561,0.0755149179775303
CNH,52,KN,0.15444306746152173,0.24694471439594548
CNH,52,kmenos4,0.025573954488754057,0.06572815792577517
CNH,53,k2,0.13602448556200752,0.21079147093198178
CNH,53,k3,0.09481944270440625,0.20530484421077558
CNH,53,k4,0.12669833862309318,0.22234263181569092
CNH,53,k5,0.001727987763005981,0.03884769380812265
CNH,53,KS,0.153010027491162,0.2788807461088852
CNH,53,KP,0.03839753230298378,0.07517735729610338
CNH,53,KN,0.15449855386121994,0.24725106815478193
CNH,53,kmenos4,0.025593998250511674,0.06594114933980187
CNH,54,k2,0.1355299949294511,0.2100741555678104
CNH,54,k3,0.09519266297340208,0.2053625590263698
CNH,54,k4,0.12706177894878998,0.2227746406098242
CNH,54,k5,0.0017378932152517096,0.038843318949827954
CNH,54,KS,0.15156965605051523,0.2769343453639442
CNH,54,KP,0.03825947057269887,0.07482722601848114
CNH,54,KN,0.15453341413763075,0.24750359407797198
CNH,54,kmenos4,0.025604605110887923,0.06613003671437945
CNH,55,k2,0.13504283956120192,0.2093643124251615
CNH,55,k3,0.09555356973195352,0.20538727470256904
CNH,55,k4,0.12741259817250183,0.22317913398520609
CNH,55,k5,0.0017484063109222889,0.038825440985174486
CNH,55,KS,0.15017625373801455,0.2750265635833649
CNH,55,KP,0.03811184107439791,0.07446346337194544
CNH,55,KN,0.15454868044051961,0.24770647919869784
CNH,55,kmenos4,0.025606187484731497,0.06629599297666879
CNH,56,k2,0.1345616826473282,0.2086686999473463
CNH,56,k3,0.09590422105700984,0.20538208576272302
CNH,56,k4,0.1277513826010089,0.22356984761652884
CNH,56,k5,0.0017557906343027296,0.03879559124738641
CNH,56,KS,0.1488348839791497,0.2731581922479406
CNH,56,KP,0.03795387182030194,0.0740888990924827
CNH,56,KN,0.15454078517620193,0.24786111555742704
CNH,56,kmenos4,0.025601689589333402,0.06644173880924328
CNH,57,k2,0.134085358431808,0.20798491016566736
CNH,57,k3,0.09624111355652011,0.20535068184471306
CNH,57,k4,0.12808003989731867,0.22393996218771414
CNH,57,k5,0.0017609466484967695,0.03875444154108997
CNH,57,KS,0.14753730986110278,0.27132908622736956
CNH,57,KP,0.037794705142674696,0.07370732334126821
CNH,57,KN,0.15451280393136005,0.2479753956965097
CNH,57,kmenos4,0.02558691880482451,0.06656388917091226
CNH,58,k2,0.133614821466502,0.2073190564017637
CNH,58,k3,0.09656531833404047,0.20529234285659972
CNH,58,k4,0.12839764731098288,0.22429101294621553
CNH,58,k5,0.0017650120559884244,0.03870264116524637
CNH,58,KS,0.1462852887266367,0.26954158219114155
CNH,58,KP,0.0376307198523858,0.07331691458634898
CNH,58,KN,0.15446988719375718,0.2480410382642487
CNH,58,kmenos4,0.025565910827599875,0.06666926225597347
CNH,59,k2,0.13315603936876905,0.2066710099961893
CNH,59,k3,0.09688292727177467,0.2052089848335228
CNH,59,k4,0.12871110983368358,0.22462764672312466
CNH,59,k5,0.0017677529547545463,0.03863998130326678
CNH,59,KS,0.14507620409568092,0.26777642138854924
CNH,59,KP,0.037460969432349125,0.07291978388363951
CNH,59,KN,0.15440939481963029,0.24807017658820674
CNH,59,kmenos4,0.0255454892715137,0.06675526623790722
CNH,60,k2,0.13270354738779103,0.2060300668002588
CNH,60,k3,0.09718423625475305,0.2051065174536256
CNH,60,k4,0.1290138531274053,0.2249514142854537
CNH,60,k5,0.0017690207178823047,0.03856803488813921
CNH,60,KS,0.14390138846409337,0.26603049332178746
CNH,60,KP,0.03728707153944155,0.072515542170648
CNH,60,KN,0.15433243144878867,0.24805323167438884
CNH,60,kmenos4,0.025517657987369796,0.06682029236291016
CNH,61,k2,0.1322611764080714,0.20540180093987312
CNH,61,k3,0.09747666919920667,0.20498349635330393
CNH,61,k4,0.12931149842733283,0.2252561847546456
CNH,61,k5,0.0017695361770565061,0.03848522131134612
CNH,61,KS,0.1427642524537089,0.2643128002957584
CNH,61,KP,0.0371066365439027,0.07210088416761033
CNH,61,KN,0.15424073613969608,0.24799910750459567
CNH,61,kmenos4,0.025484080341939174,0.06686843868684558
CNH,62,k2,0.13182867562431141,0.20479433197203478
CNH,62,k3,0.09775603726311989,0.2048411928156373
CNH,62,k4,0.12960295310602274,0.2255514658186887
CNH,62,k5,0.0017665694201035378,0.03838958544578871
CNH,62,KS,0.14165820370366852,0.2625945086287511
CNH,62,KP,0.03692061732756949,0.07167858201941957
CNH,62,KN,0.1541306119091202,0.24791321744269454
CNH,62,kmenos4,0.02544715486192808,0.06690364884138945
CNH,63,k2,0.13140552511012424,0.2042042391200444
CNH,63,k3,0.09802839976504267,0.20467937078877174
CNH,63,k4,0.12988734437810714,0.2258366439447562
CNH,63,k5,0.001761605216400625,0.03828096550183354
CNH,63,KS,0.140586050082927,0.26089358800171025
CNH,63,KP,0.03672876636558268,0.07124453674959981
CNH,63,KN,0.15400589775243892,0.24779185306451512
CNH,63,kmenos4,0.02540797404848853,0.06692551169096415
CNH,64,k2,0.13099236066578832,0.20363114465266527
CNH,64,k3,0.09828907218484068,0.2045021080487797
CNH,64,k4,0.1301694697298553,0.22610978025451264
CNH,64,k5,0.0017525702838500177,0.038163746146068045
CNH,64,KS,0.139545367017294,0.2592098194584213
CNH,64,KP,0.03653569009170763,0.07080720682257292
CNH,64,KN,0.15387165923438426,0.24764286405944105
CNH,64,kmenos4,0.02536015383330364,0.06693904207417258
CNH,65,k2,0.13058399695799705,0.2030688066994881
CNH,65,k3,0.0985382936806979,0.20431277795459998
CNH,65,k4,0.13044569223999394,0.22636735518229603
CNH,65,k5,0.001742730706702289,0.038039757164528704
CNH,65,KS,0.13852425457316875,0.25755125911309396
CNH,65,KP,0.0363363152512932,0.07036994341765135
CNH,65,KN,0.15371735983593862,0.24745969338433657
CNH,65,kmenos4,0.025306406330574096,0.06693967445826998
CNH,66,k2,0.13018230783621973,0.20252379370028906
CNH,66,k3,0.0987836539607297,0.20410484178230234
CNH,66,k4,0.13071759198093644,0.2266151361754846
CNH,66,k5,0.001732454586413588,0.03790830759691962
CNH,66,KS,0.13752896462984274,0.25589915661490065
CNH,66,KP,0.03613566075015139,0.06993056719267936
CNH,66,KN,0.15355203301553713,0.24724498871733325
CNH,66,kmenos4,0.025248124866345728,0.06693088914477308
CNH,67,k2,0.12978878124519655,0.20198707788847134
CNH,67,k3,0.09902227198093018,0.2038813165948602
CNH,67,k4,0.13098142708960725,0.2268511767084318
CNH,67,k5,0.001722201502789578,0.037771001888125724
CNH,67,KS,0.13656283787616227,0.254281871461907
CNH,67,KP,0.0359312655962381,0.06949111129783674
CNH,67,KN,0.15337524210262377,0.2470087281117331
CNH,67,kmenos4,0.02518756803997163,0.06691394568796843
CNH,68,k2,0.1294044011664137,0.20146765163485036
CNH,68,k3,0.09925163545341835,0.20364201109356786
CNH,68,k4,0.13124034300967125,0.22708213316688505
CNH,68,k5,0.001710353457115014,0.03762803120174465
CNH,68,KS,0.13562053119150372,0.2526806279245408
CNH,68,KP,0.03572188459345609,0.0690514937794799
CNH,68,KN,0.15318659535432724,0.24674888916094564
CNH,68,kmenos4,0.025127041300693206,0.06688776007298243
CNH,69,k2,0.12902518828065143,0.20096208997924003
CNH,69,k3,0.09947016912289836,0.203390097496561
CNH,69,k4,0.1314990969026589,0.22730409343680424
CNH,69,k5,0.0016957489303280598,0.03748007023990073
CNH,69,KS,0.13470323030326,0.251105013293036
CNH,69,KP,0.03551131209496858,0.06861069144657547
CNH,69,KN,0.15298669861215825,0.24645733410592416
CNH,69,kmenos4,0.025063276618913513,0.06685333966516278
CNH,70,k2,0.12865564173084662,0.20047259048799163
CNH,70,k3,0.09968540411410208,0.2031273099855396
CNH,70,k4,0.1317519877730475,0.22751570498560417
CNH,70,k5,0.0016820358155556295,0.037327682921585434
CNH,70,KS,0.1338091276631128,0.24955484003261771
CNH,70,KP,0.03529430912294317,0.06817221449764793
CNH,70,KN,0.15277779800544572,0.24614782274449745
CNH,70,kmenos4,0.024993057805989583,0.06681276611254496
CNH,71,k2,0.12829443055122627,0.19999166609855365
CNH,71,k3,0.09989494108865575,0.20285413945461736
CNH,71,k4,0.1319990650442215,0.2277175398759186
CNH,71,k5,0.0016671195833370374,0.03717157782101788
CNH,71,KS,0.1329351412509992,0.24802808057302272
CNH,71,KP,0.035074004364096335,0.0677367491367336
CNH,71,KN,0.15256249789803963,0.2458215112985274
CNH,71,kmenos4,0.024921604565275046,0.0667651840410464
CNH,72,k2,0.12793449187785036,0.19952537615633134
CNH,72,k3,0.10009778697461606,0.2025708754001911
CNH,72,k4,0.13224497808110794,0.22791642974943296
CNH,72,k5,0.0016507250133283916,0.03701234513841522
CNH,72,KS,0.1320744978967819,0.2465167818503118
CNH,72,KP,0.034853345272945785,0.06729935953382456
CNH,72,KN,0.15233721572837042,0.24548296794001456
CNH,72,kmenos4,0.024848832462617196,0.06671230368625235
CNH,73,k2,0.12758411388562083,0.19906155023342884
CNH,73,k3,0.10029507131666876,0.20228405648291312
CNH,73,k4,0.13248836469830436,0.2281115891618246
CNH,73,k5,0.0016362703207453146,0.03685048799680054
CNH,73,KS,0.1312306974877012,0.24503282913108107
CNH,73,KP,0.0346289987386204,0.06686106489819744
CNH,73,KN,0.1521087648459223,0.2451192639549702
CNH,73,kmenos4,0.024775770409358116,0.06665215823637921
CNH,74,k2,0.12723581960406016,0.19861798203928493
CNH,74,k3,0.10048489864657656,0.20198936058013417
CNH,74,k4,0.13272395291571198,0.2282976874232705
CNH,74,k5,0.0016188536111803053,0.03668777241433659
CNH,74,KS,0.13040867916926938,0.24356985404089118
CNH,74,KP,0.034402302358376206,0.06642521204849278
CNH,74,KN,0.1518742483267385,0.24475318792469114
CNH,74,kmenos4,0.024699480906323693,0.06658952661536048
CNH,75,k2,0.12689182008957917,0.19818689420450608
CNH,75,k3,0.10067280202181124,0.20169625608226746
CNH,75,k4,0.13295472721147913,0.22848578048636084
CNH,75,k5,0.0016002046178409432,0.036524563496191244
CNH,75,KS,0.12959787761686833,0.24211869300837718
CNH,75,KP,0.03417701617981016,0.065983711822392
CNH,75,KN,0.15163740502957784,0.24437667616108583
CNH,75,kmenos4,0.024619378104045925,0.06652052331001647
CNH,76,k2,0.12655240854690233,0.1977621043173121
CNH,76,k3,0.10085132353584429,0.20139772295019057
CNH,76,k4,0.13318175036633,0.22867041892161052
CNH,76,k5,0.0015831693489449128,0.03636170422870053
CNH,76,KS,0.12879652968405722,0.2406923881330637
CNH,76,KP,0.03394641637255325,0.0655318191755659
CNH,76,KN,0.15139899517833585,0.24399234072201093
CNH,76,kmenos4,0.024540212396004946,0.06644328139028687
CNH,77,k2,0.12622681955177098,0.1973489845639471
CNH,77,k3,0.10102738518753579,0.20109906288566473
CNH,77,k4,0.13340840442087618,0.22885706143266413
CNH,77,k5,0.0015654540561556285,0.03619904496584708
CNH,77,KS,0.1280073449525231,0.23929193665798787
CNH,77,KP,0.03372335350783229,0.06505960318003064
CNH,77,KN,0.15115883379387118,0.24360575581499103
CNH,77,kmenos4,0.02446162966433123,0.0663575869403636
CNH,78,k2,0.12590353714852498,0.19694732461856168
CNH,78,k3,0.10119826379492736,0.20079855536114535
CNH,78,k4,0.13363018302160098,0.22904695386556437
CNH,78,k5,0.0015457245688991633,0.03603747708616454
CNH,78,KS,0.1272345538918332,0.2379048155199108
CNH,78,KP,0.03350134043028411,0.06458187191213473
CNH,78,KN,0.15091690807053298,0.2432160238713353
CNH,78,kmenos4,0.024383103864050126,0.06626168664442786
CNH,79,k2,0.12558211291185573,0.19654693817021537
CNH,79,k3,0.10136577919260598,0.20049949473897621
CNH,79,k4,0.13384627522465697,0.22923140285325125
CNH,79,k5,0.00152880302992012,0.03587772254101624
CNH,79,KS,0.1264740595615966,0.23653897234435836
CNH,79,KP,0.033275107041441425,0.06410200246536975
CNH,79,KN,0.1506763565089431,0.24282875752570066
CNH,79,kmenos4,0.0243064745366354,0.06615838610920102
CNH,80,k2,0.1252668652430011,0.19616321927651717
CNH,80,k3,0.10152703721315885,0.20020107661074146
CNH,80,k4,0.13405943260516273,0.2294190874430244
CNH,80,k5,0.0015140168354654193,0.03572024498396137
CNH,80,KS,0.12572568080964844,0.23519170394655334
CNH,80,KP,0.03305301560534362,0.0636262151595725
CNH,80,KN,0.15043676382005586,0.24243821913677308
CNH,80,kmenos4,0.024229751682695384,0.0660482988178006
CNH,81,k2,0.12496032570344508,0.19578335444786477
CNH,81,k3,0.10169045873102872,0.1999068263896534
CNH,81,k4,0.13427402141759784,0.22962077848606563
CNH,81,k5,0.0014984509817188,0.03556477747543004
CNH,81,KS,0.12498653497859868,0.23385700782511407
CNH,81,KP,0.03283282971234373,0.06314787546070401
CNH,81,KN,0.1502042580174042,0.24205012756982988
CNH,81,kmenos4,0.02415230155425195,0.0659349292585379
CNH,82,k2,0.12465611208225502,0.19541609529930382
CNH,82,k3,0.10184526037709174,0.19960766664372967
CNH,82,k4,0.1344811705595805,0.2298150751849113
CNH,82,k5,0.0014809345877485423,0.03541183551652408
CNH,82,KS,0.12425935904947345,0.23253972159942357
CNH,82,KP,0.03260820152936715,0.06267345521315422
CNH,82,KN,0.14996985132106494,0.24167287049456834
CNH,82,kmenos4,0.02406770137278583,0.06582150194461601
CNH,83,k2,0.12435770707294637,0.1950523540573503
CNH,83,k3,0.10199656509044691,0.19931506240688024
CNH,83,k4,0.13468397609070934,0.2300158935561302
CNH,83,k5,0.0014654216652152314,0.03526153794551534
CNH,83,KS,0.12353642981805744,0.23123940740425133
CNH,83,KP,0.03237936684598595,0.06219995059720838
CNH,83,KN,0.14973136938885498,0.24129061333386634
CNH,83,kmenos4,0.02398239174440607,0.06570465997995051
CNH,84,k2,0.12406291065798454,0.19469891162178266
CNH,84,k3,0.10214842840146228,0.19902575502081724
CNH,84,k4,0.13488571626007978,0.23021839026587157
CNH,84,k5,0.0014526255644501448,0.035112772867112535
