,k2,k3,k4,KS,KP,KN,kmenos4
0,5.8209285734829146e-05,0.0006189533348332783,8.465854442443546e-07,0.11475195135836161,0.0285155976647731,0.0062847920958945,0.00012184879835501617
1,0.00033704955454786457,0.0003952653373732468,5.4697666910518036e-05,0.1493513071419246,0.0035582768293939415,0.02792594225856259,0.0013942310584978033
2,8.096350028639009e-05,0.0009629597355190519,0.001195794522328987,0.014387977365429626,0.04251418177914408,0.03654688269513802,0.00039897785724005223
3,0.00012316092923439752,0.00012398612424019073,7.649794348952595e-06,0.12200534733027524,0.01638700329392139,0.021843162569853573,0.002379835477019971
4,0.00018398981430259212,0.00021726887789518846,9.436021280093577e-05,0.025234309582551684,0.0319476763169027,0.018457245556116515,0.0011030240616374323
5,0.001146015734412587,0.00011749498381362345,4.983306308909767e-06,0.3005776105253804,0.005093968065142632,0.011835601803530132,0.0024811410514489355
6,0.00010472720063639568,0.00030416333546322136,0.00015791541145133772,0.03902795900913045,0.03467049876745334,0.01478204019934969,9.529147406904756e-05
7,0.0002446327878298312,0.00032196810190732297,0.0003166071380532432,0.09756113834922711,0.0048580695365094155,0.01456904953426518,5.0032865000976254e-05
8,0.0001269795999510146,0.00018460609087545769,0.00042926620512996724,0.023525102425892296,0.10346228971501138,0.031189776481470748,0.000130989553256456
9,3.9717712362292214e-05,0.00037393397287182364,0.00024733206393790056,0.010160977951810805,0.020496774345014734,0.007927990471184209,0.0002701624329152408
10,0.0004986031168396073,0.0004257339734293343,0.0001750436618929416,0.1327513238398768,0.07063977576522001,0.010841376226418354,0.0002673166791481909
11,0.0010122104738733693,8.022611606532589e-05,3.580188312811015e-05,0.23144754506016563,0.015318029449824515,0.003942695594013733,3.810199815662165e-05
12,0.00021161124616324032,0.0002358987812228869,8.008168053172733e-05,0.07838271051493466,0.023992634813171442,0.009717851072774914,0.0002142025454784857
13,0.0004032564674223141,1.137528858565565e-05,3.818808950641999e-05,0.05689260144389722,0.012218711378129367,0.043615443080040735,0.0010502471526478267
14,0.00011749935132293721,0.00024300041090349132,7.077987315610144e-05,0.14492522637817906,0.010105934107684424,0.061019205032881184,0.0002790771480735758
