,k2,k3,k4,k5,KS,KP,KN,kmenos4
0,6.0914192359751276e-05,0.00022148073386374297,9.897725666022386e-06,8.077471179294408e-05,0.11931432390585134,0.023664096283593738,0.029725494792219913,0.0004216854908525564
1,0.00014518059447009412,0.00020349634372775357,0.00024132214240212346,5.4125697343763606e-05,0.03829898011339176,0.005475330389390337,0.02864483634521887,0.0015476289043578535
2,0.0012855629297464865,0.00024700317415585134,0.000635335004080517,2.6611937238964816e-05,0.2593451529106956,0.036177653005684714,0.02621197810040783,0.00048449296890713654
3,0.0002167578253201538,0.00031350360001978556,6.877413090481111e-05,2.1914922134141253e-05,0.11354866191605666,0.0015529601009050497,0.026163269445179736,0.00045919184701222144
4,0.0004004005468900031,0.00048374635100724184,0.0004463979187047006,3.671879280675975e-05,0.10014977804288544,0.013673876318292116,0.04844477631483024,0.000338992118439122
5,0.0007450474658235741,0.000384180188032944,9.273353864870838e-05,1.7189543782201736e-05,0.09659747398798502,0.006998694866742047,0.016389993777627197,0.0037420912905567465
6,0.00021148815593362877,0.0003044007125911183,0.00039769425405280237,5.1724846420125566e-05,0.07731943839353252,0.0687612466896875,0.015449361858652758,0.00014583997416673067
7,0.0004065169455053643,0.0004244869089796779,0.0003853166024853475,4.1400395764901174e-05,0.11617018308258818,0.04893867242835498,0.016656373917903665,0.0004374368365002312
8,0.0010453191933094334,0.00029196896636075675,0.0001194367046533658,4.944140191057036e-05,0.1611173084411273,0.027943030479455806,0.0456435442445936,0.00016039996078522027
9,0.0006015061925488143,3.957830278967001e-05,0.0002221709031904533,2.6429511391152065e-05,0.15123904825365525,0.008549626049714461,0.0346342366834279,0.00011393658620148906
10,0.0008817747454455438,0.0008231057296042465,0.000333093926623064,0.00013631612583085172,0.22553146411834044,0.06898590723036663,0.04560926715876632,0.00029432365704317397
11,0.0006795982069707812,0.00044508755771549454,0.00033372120465031225,3.2093849170223375e-05,0.11935211464381865,0.08312309860173976,0.018753269353382666,0.000662531385790872
12,0.0004962263841832279,0.00044712093717410103,0.0010756071626905675,1.720123568184283e-05,0.11135629431792149,0.015019508499386595,0.028593297407364066,0.000426808869877744
13,0.0003725491348520134,0.0001377939101392325,0.00026965720726903226,9.042016423884773e-05,0.051415451985196606,0.019901382342966505,0.013291250922911925,0.0004815573086805826
14,2.6427145297829703e-05,0.00010397238428249587,3.813667017241879e-05,5.7192884482738195e-06,0.020723424300533328,0.002762812959451922,0.002609278399776915,9.386786447196793e-05
