,k2,k3,k4,KS,KP,KN,kmenos4
0,8.15045327822836e-05,9.631548442043384e-05,2.038916045646216e-05,0.016713194864461697,0.003832617610310826,0.014255001565481196,0.0010478908782342873
1,0.00011649588967320741,0.0007860800394462,4.307146680982013e-05,0.0469362635535097,0.0031393330561442496,0.02336900322263911,0.0009106095644075298
2,0.0004439817903704914,7.875438870192926e-05,0.00011156582754961924,0.08023572449571299,0.010507501224193031,0.023640753507570222,0.00010346480777401701
3,0.00014747665238313326,0.00036044387798660183,0.00011419126802342388,0.10122902715268126,0.0037171769297217176,0.028776766225828757,0.0018718569484079892
4,0.0004300289094967529,2.7747366829479472e-05,3.356227429624631e-05,0.08319963768541976,0.007336910037900333,0.06007889276121912,0.0006051206495255044
5,0.00021113275499869217,0.0007978512173483103,9.96240334094238e-06,0.048099639079867355,0.005680382535600417,0.0032690739539626983,0.0035673196260107
6,0.0003673375066510891,6.062807908440461e-05,9.581988419199225e-05,0.14126049381408018,0.012562781613923903,0.0022361477218935106,2.2772882577034267e-05
7,0.0002914386021669127,7.495496478070322e-05,0.00010892878145334623,0.11662710605631987,0.06245770764715392,0.027336165231687717,2.495661259767509e-05
8,0.0016911560794445875,2.649906911371387e-05,1.2949785075547597e-05,0.2422527294965762,0.010671659187173674,0.014640424167919426,0.0007534898159710831
9,0.0004936829165386883,0.0008148292945170594,0.00019692244207109372,0.12098036587344135,0.07652927180616415,0.008024275247674953,0.00034847619182999673
10,0.00012288077363097882,6.069618832963239e-05,5.440995061488536e-05,0.031732087483687,0.010168347014416022,0.019742740695674065,4.843252438670876e-05
11,0.0003084377602301502,0.0001177626602689306,0.00012133576795217112,0.06885313953705155,0.036435496532621875,0.023064448282085565,0.0005667655361473306
12,0.0007058183992665862,0.0004124697405691613,0.0003390473830955599,0.33417990107097584,0.011027418065845675,0.017425706472062655,0.000419846831308454
13,6.275813418472674e-05,0.00016702181540381763,0.00016512470176843617,0.00902821791449224,0.0024784920989785815,0.022065548896176637,7.847398614933693e-05
14,0.00010540593587006517,0.0006041010239799902,0.00029057364995600826,0.11775670675042793,0.03385983472756868,0.044200765437607564,0.0006315429909045426
