,k2,k3,k4,k5,KS,KP,KN,kmenos4
0,0.2886895522211838,0.9805329583905473,0.028347890250821614,0.1452112307408279,560.2900716324751,29.38179424004206,63.3577511455619,0.41624544138325154
1,0.5336429989424897,0.7722354664752339,0.7365843965707514,0.08631434956711972,173.59045355695696,19.61410266428943,66.04193689120792,5.226066446033747
2,2.2721559938213636,0.5856741011891564,1.212956348927743,0.04616970962035522,380.7288058084316,35.720289268617,41.60847824020333,0.7142857099076293
3,0.8803510851429203,0.6990160650615873,0.13132957830489803,0.06007117207332687,749.90286266939,9.390663055438178,78.19111745196167,1.6185852871054958
4,1.3525710270304996,0.870046246270593,0.6427679594560202,0.119741149353088,269.75968939451525,22.671651958498778,66.25830715429855,0.6834153531307033
5,1.631082666667988,1.2430549712143177,0.09056225267605703,0.02686742781295256,347.4378436279073,14.541535310596059,25.9822180536706,4.653349935582219
6,0.28357900945061026,0.4086221253487187,0.5153657231219747,0.04999598172988698,127.06674326452206,109.05866638097937,41.12748212712664,0.2171373573524126
7,0.558375541729041,0.8140502975382593,0.45720907743444317,0.029269699203832558,220.74338612473997,76.98740825312555,23.137563123203805,0.6166394511964564
8,2.001387189330049,0.3019735975158214,0.37110506346473676,0.03172097045161897,357.3094402936898,44.73777502885022,42.33581798326377,0.13533162282620365
9,1.3590894211263354,0.11125323891477523,0.41207738059753773,0.026977835842237074,273.8249629205268,9.669256779433521,60.11148115168113,0.1670544734655919
10,2.066768006927976,1.285311114708834,0.9843863423076281,0.12260926332526839,548.2687767419764,117.99352511176382,46.538127575942305,0.4791779450647891
11,0.8291652566995541,0.7598444890930189,0.7982898142417351,0.06122797520640513,164.03355964761602,150.01329475677468,33.813858882357515,2.102471064022642
12,1.128358548529196,0.6271934128721549,0.9810828087272346,0.03228810293020508,199.17900643648116,26.795709377082055,41.76223672025842,0.9192723514381402
13,1.0248582573443634,0.24254564847905327,0.5154731026847021,0.10432897819359749,137.1210515142907,21.04271138906457,37.7031064427556,0.9962861208292485
14,1.001438035487519,3.3619331319780548,0.7268077179310464,0.14331544085986783,1075.555633456477,82.92378148832067,154.12369553057448,2.930856787477462
