,kcat1,kcat2,Km1,Km2,Tmax,Ken,kAB,kAN,kAOH,kNH
0,0.01282222792457892,0.07692157574184977,0.00013592107403392895,0.21723669002540416,0.26676155782372746,0.28798509462491917,0.000892421618073922,0.002415470717932903,0.006739658080703931,0.4019968174847649
1,0.08422982075355895,0.05608895722795587,0.0009382327807702835,0.0006602590786783097,0.6732694903762793,0.0007492957395420469,0.008598533716652321,0.002499310518005361,0.0003474570368799291,36.09282409147938
2,0.34156007385880593,0.17183794524378787,0.0029272655868487867,0.0001825218027017311,0.4150216809172307,0.0052005357449235665,0.017479510276258714,0.007535854180980639,0.005043867450963275,0.15784687211563267
3,0.10451795717293551,0.31941270771845365,0.08000692030701133,0.01595288382036538,0.8000020297826684,7.72581030227122e-05,0.022650086027382648,2.1041373064599593,0.15976765113620933,0.22322133688556092
4,0.2629382746514628,0.03937695152246517,6.964393352993564,0.003752551224821986,0.4704790859027469,0.00025660135263567274,0.26277595627650435,11.228415996224822,2.895324970081987,26.25248437438355
5,0.18315244370869233,0.09003799553644647,0.0004565786870590954,0.0019120911018804842,0.5782702173890684,0.0003045502896495883,3.7710400236887662,9.893064382952949e-05,0.06875392615744891,0.010912747309513695
6,0.10956832346610793,0.0005850333471339674,0.0007678766753495613,8.304763969575692e-05,0.6928812458849388,0.0002178945883495592,3.39800455094436e-05,0.14039021099780236,0.00010985551284363336,0.015553415871454777
7,0.13308837387522743,2.7705581734145562e-05,0.00018539170577944498,0.0022110645489947294,0.5735380220009848,0.23181571544342672,0.5062831814658174,0.0003518601050048156,0.0005262619416697389,0.815452060661127
8,0.267220749941405,0.29636384956678846,0.0001033581655568161,0.00011451986657902907,0.17498855820205358,3.252511781662065e-06,0.0004996407783447029,0.42924115577482447,0.020591387133058872,0.022599101933268185
9,0.2809932791184167,5.554347130250112e-05,0.011991177251998077,0.04041066281950492,0.3012718879634508,6.687742606543217e-05,7.617120678253826e-06,1.3776624957866177,0.0024697319492013622,19.151102579736445
10,0.20319270117124708,1.0353950053312024e-05,0.09110664191535613,0.0006466468236682317,0.5007141968089469,2.8357006115528237e-06,0.024444283324958398,0.006878572190930768,0.19352632930617003,0.0003951228282476955
11,0.33686833012670725,0.00022464563119948655,0.003237224444864959,0.02558681938101098,0.602088984401068,14.815573486113015,8.188056214779181e-05,0.0019470009422909453,0.2035885122065985,0.2793600845370656
12,0.1760433987619374,0.24877407693958717,2.2585171695992996e-05,7.672364190796552e-05,0.3356866414752048,0.024950338925767434,0.00010936702762673147,1.2215685074534401e-06,0.0008258284811570207,2.531489497798772
13,0.1764883266959302,0.2599210656832588,0.009427898771299735,0.00312730884854472,0.22781457220477555,0.06184072392841759,1.1708310117106762,0.00038515762386962096,0.2750175804778697,0.0014813211332478666
14,0.19919916198813206,0.04295090239520422,1.155937057121294,0.0011882475329307585,0.8770639026776766,0.0022635523673092323,0.5775260615231134,0.9810844309548389,0.38217352797517873,1.1025401794336327
